gid	sym
10000	AKT3
10235	RASGRP2
10344	CCL26
10451	VAV3
10563	CXCL13
10663	CXCR6
10681	GNB5
107	ADCY1
108	ADCY2
10803	CCR9
10850	CCL27
109	ADCY3
111	ADCY5
112	ADCY6
113	ADCY7
114	ADCY8
1147	CHUK
115	ADCY9
1230	CCR1
1232	CCR3
1233	CCR4
1234	CCR5
1235	CCR6
1236	CCR7
1237	CCR8
131890	GRK7
1398	CRK
1399	CRKL
1524	CX3CR1
156	GRK2
157	GRK3
1794	DOCK2
196883	ADCY4
207	AKT1
208	AKT2
2185	PTK2B
2268	FGR
2309	FOXO3
23236	PLCB1
23533	PIK3R5
25759	SHC2
2770	GNAI1
2771	GNAI2
2773	GNAI3
2782	GNB1
2783	GNB2
2784	GNB3
2785	GNG3
2786	GNG4
2787	GNG5
2788	GNG7
2790	GNG10
2791	GNG11
2792	GNGT1
2793	GNGT2
2826	CCR10
2829	XCR1
2833	CXCR3
2868	GRK4
2869	GRK5
2870	GRK6
2885	GRB2
2919	CXCL1
2920	CXCL2
2921	CXCL3
2931	GSK3A
2932	GSK3B
3055	HCK
3265	HRAS
3551	IKBKB
3576	CXCL8
3577	CXCR1
3579	CXCR2
3627	CXCL10
3702	ITK
3717	JAK2
3718	JAK3
3845	KRAS
387	RHOA
388372	CCL4L1
399694	SHC4
4067	LYN
408	ARRB1
409	ARRB2
414062	CCL3L3
4283	CXCL9
4790	NFKB1
4792	NFKBIA
4793	NFKBIB
4893	NRAS
5058	PAK1
51764	GNG13
5196	PF4
5197	PF4V1
5290	PIK3CA
5291	PIK3CB
5293	PIK3CD
5294	PIK3CG
5295	PIK3R1
5296	PIK3R2
5330	PLCB2
5331	PLCB3
5332	PLCB4
53358	SHC3
54331	GNG2
5473	PPBP
5566	PRKACA
5567	PRKACB
5568	PRKACG
5579	PRKCB
5580	PRKCD
5590	PRKCZ
5594	MAPK1
5595	MAPK3
55970	GNG12
5604	MAP2K1
56288	PARD3
56477	CCL28
5747	PTK2
57580	PREX1
58191	CXCL16
5829	PXN
5879	RAC1
5880	RAC2
5894	RAF1
5906	RAP1A
5908	RAP1B
59345	GNB4
5970	RELA
6011	GRK1
6093	ROCK1
6346	CCL1
6347	CCL2
6348	CCL3
6349	CCL3L1
6351	CCL4
6352	CCL5
6354	CCL7
6355	CCL8
6356	CCL11
6357	CCL13
6358	CCL14
6359	CCL15
6360	CCL16
6361	CCL17
6362	CCL18
6363	CCL19
6364	CCL20
6366	CCL21
6367	CCL22
6368	CCL23
6369	CCL24
6370	CCL25
6372	CXCL6
6373	CXCL11
6374	CXCL5
6375	XCL1
6376	CX3CL1
6387	CXCL12
643	CXCR5
6464	SHC1
653361	NCF1
6654	SOS1
6655	SOS2
6714	SRC
673	BRAF
6772	STAT1
6773	STAT2
6774	STAT3
6777	STAT5B
6846	XCL2
7074	TIAM1
729230	CCR2
7409	VAV1
7410	VAV2
7454	WAS
7852	CXCR4
8503	PIK3R3
8517	IKBKG
8976	WASL
94235	GNG8
9475	ROCK2
9547	CXCL14
9560	CCL4L2
9564	BCAR1
9844	ELMO1
998	CDC42
