gid	sym
10000	AKT3
1026	CDKN1A
10818	FRS2
10855	HPSE
11211	FZD10
117581	TWIST2
1432	MAPK14
1499	CTNNB1
1514	CTSL
1634	DCN
1655	DDX5
1839	HBEGF
1956	EGFR
1975	EIF4B
2002	ELK1
2017	CTTN
2064	ERBB2
2065	ERBB3
2066	ERBB4
207	AKT1
208	AKT2
2099	ESR1
2247	FGF2
2260	FGFR1
22800	RRAS2
22808	MRAS
2316	FLNA
2317	FLNB
2318	FLNC
2335	FN1
23365	ARHGEF12
23533	PIK3R5
23624	CBLC
2475	MTOR
2535	FZD2
2549	GAB1
2719	GPC3
27250	PDCD4
2817	GPC1
286	ANK1
287	ANK2
288	ANK3
2885	GRB2
29102	DROSHA
3059	HCLS1
3082	HGF
3091	HIF1A
3236	HOXD10
3265	HRAS
3316	HSPB2
3339	HSPG2
3479	IGF1
3480	IGF1R
3481	IGF2
3549	IHH
355	FAS
356	FASLG
3593	IL12B
3673	ITGA2
3678	ITGA5
3685	ITGAV
3688	ITGB1
369	ARAF
3690	ITGB3
3693	ITGB5
3708	ITPR1
3709	ITPR2
3710	ITPR3
3791	KDR
3845	KRAS
387	RHOA
4060	LUM
406902	MIR10A
406903	MIR10B
406991	MIR21
4087	SMAD2
4193	MDM2
4233	MET
4313	MMP2
4318	MMP9
4478	MSN
4609	MYC
4659	PPP1R12A
4660	PPP1R12B
4893	NRAS
5058	PAK1
51196	PLCE1
51384	WNT16
5170	PDPK1
5290	PIK3CA
5291	PIK3CB
5293	PIK3CD
5294	PIK3CG
5295	PIK3R1
5296	PIK3R2
5328	PLAU
5329	PLAUR
5335	PLCG1
5336	PLCG2
54361	WNT4
54776	PPP1R12C
5499	PPP1CA
5500	PPP1CB
5501	PPP1CC
5566	PRKACA
5567	PRKACB
5568	PRKACG
5578	PRKCA
5579	PRKCB
5582	PRKCG
5594	MAPK1
5595	MAPK3
5600	MAPK11
5603	MAPK13
5604	MAP2K1
5605	MAP2K2
5727	PTCH1
5747	PTK2
5777	PTPN6
5781	PTPN11
5829	PXN
5879	RAC1
5894	RAF1
595	CCND1
5962	RDX
60	ACTB
60495	HPSE2
6093	ROCK1
6194	RPS6
6198	RPS6KB1
6199	RPS6KB2
6237	RRAS
6300	MAPK12
6382	SDC1
6383	SDC2
6385	SDC4
6469	SHH
6548	SLC9A1
6608	SMO
6654	SOS1
6655	SOS2
6714	SRC
673	BRAF
6774	STAT3
7023	TFAP4
7040	TGFB1
7042	TGFB2
7057	THBS1
7074	TIAM1
7078	TIMP3
7097	TLR2
7099	TLR4
71	ACTG1
7124	TNF
7157	TP53
7291	TWIST1
7410	VAV2
7422	VEGFA
7430	EZR
7448	VTN
7471	WNT1
7472	WNT2
7473	WNT3
7474	WNT5A
7475	WNT6
7476	WNT7A
7477	WNT7B
7478	WNT8A
7479	WNT8B
7480	WNT10B
7481	WNT11
7482	WNT2B
7483	WNT9A
7484	WNT9B
7855	FZD5
7976	FZD3
79923	NANOG
80326	WNT10A
81029	WNT5B
815	CAMK2A
81578	COL21A1
816	CAMK2B
817	CAMK2D
818	CAMK2G
8321	FZD1
8322	FZD4
8323	FZD6
8324	FZD7
8325	FZD8
8326	FZD9
836	CASP3
84309	NUDT16L1
8503	PIK3R3
857	CAV1
858	CAV2
859	CAV3
867	CBL
868	CBLB
8826	IQGAP1
89780	WNT3A
9138	ARHGEF1
9475	ROCK2
960	CD44
967	CD63
998	CDC42
