gid	sym
102723407	LOC102723407
10319	LAMC3
107	ADCY1
1277	COL1A1
1278	COL1A2
1281	COL3A1
1282	COL4A1
1284	COL4A2
1285	COL4A3
1286	COL4A4
1287	COL4A5
1288	COL4A6
1437	CSF2
1511	CTSG
1992	SERPINB1
22798	LAMB4
23236	PLCB1
2335	FN1
23533	PIK3R5
2767	GNA11
2769	GNA15
2774	GNAL
2776	GNAQ
2778	GNAS
284217	LAMA1
2919	CXCL1
3315	HSPB1
338382	RAB7B
3458	IFNG
3553	IL1B
3554	IL1R1
3569	IL6
3576	CXCL8
3586	IL10
3592	IL12A
3593	IL12B
3684	ITGAM
3689	ITGB2
383	ARG1
384	ARG2
3908	LAMA2
3909	LAMA3
3910	LAMA4
3911	LAMA5
3912	LAMB1
3913	LAMB2
3914	LAMB3
3915	LAMC1
3918	LAMC2
4583	MUC2
4790	NFKB1
4843	NOS2
5269	SERPINB6
5272	SERPINB9
5273	SERPINB10
5275	SERPINB13
5290	PIK3CA
5291	PIK3CB
5293	PIK3CD
5294	PIK3CG
5295	PIK3R1
5296	PIK3R2
5330	PLCB2
5331	PLCB3
5332	PLCB4
5566	PRKACA
5567	PRKACB
5568	PRKACG
5578	PRKCA
5579	PRKCB
5582	PRKCG
5747	PTK2
5868	RAB5A
5869	RAB5B
5878	RAB5C
5970	RELA
6317	SERPINB3
6318	SERPINB4
7040	TGFB1
7042	TGFB2
7043	TGFB3
7097	TLR2
7099	TLR4
7124	TNF
731	C8A
732	C8B
733	C8G
735	C9
7414	VCL
7850	IL1R2
7879	RAB7A
81	ACTN4
836	CASP3
8503	PIK3R3
87	ACTN1
88	ACTN2
89	ACTN3
912	CD1D
929	CD14
9630	GNA14
