gid	sym
100132285	KIR2DS2
100507436	MICA
100528032	KLRC4-KLRK1
102723407	LOC102723407
10451	VAV3
10870	HCST
117157	SH2D1B
135250	RAET1E
1437	CSF2
154064	RAET1L
2185	PTK2B
2207	FCER1G
2214	FCGR3A
2215	FCGR3B
22914	KLRK1
23533	PIK3R5
2534	FYN
25759	SHC2
259197	NCR3
27040	LAT
2885	GRB2
3002	GZMB
3105	HLA-A
3106	HLA-B
3107	HLA-C
3133	HLA-E
3135	HLA-G
3265	HRAS
3383	ICAM1
3384	ICAM2
3439	IFNA1
3440	IFNA2
3441	IFNA4
3442	IFNA5
3443	IFNA6
3444	IFNA7
3445	IFNA8
3446	IFNA10
3447	IFNA13
3448	IFNA14
3449	IFNA16
3451	IFNA17
3452	IFNA21
3454	IFNAR1
3455	IFNAR2
3456	IFNB1
3458	IFNG
3459	IFNGR1
3460	IFNGR2
353091	RAET1G
355	FAS
356	FASLG
3683	ITGAL
3689	ITGB2
369	ARAF
3802	KIR2DL1
3803	KIR2DL2
3804	KIR2DL3
3805	KIR2DL4
3806	KIR2DS1
3808	KIR2DS3
3809	KIR2DS4
3810	KIR2DS5
3811	KIR3DL1
3812	KIR3DL2
3821	KLRC1
3822	KLRC2
3823	KLRC3
3824	KLRD1
3845	KRAS
3932	LCK
3937	LCP2
399694	SHC4
4068	SH2D1A
4277	MICB
4772	NFATC1
4773	NFATC2
4893	NRAS
5058	PAK1
51744	CD244
5290	PIK3CA
5291	PIK3CB
5293	PIK3CD
5294	PIK3CG
5295	PIK3R1
5296	PIK3R2
5335	PLCG1
53358	SHC3
5336	PLCG2
5530	PPP3CA
5532	PPP3CB
5533	PPP3CC
5534	PPP3R1
5535	PPP3R2
5551	PRF1
5578	PRKCA
5579	PRKCB
5582	PRKCG
5594	MAPK1
5595	MAPK3
5604	MAP2K1
5605	MAP2K2
57292	KIR2DL5A
5777	PTPN6
5781	PTPN11
5879	RAC1
5880	RAC2
5881	RAC3
5894	RAF1
637	BID
6452	SH3BP2
6464	SHC1
6654	SOS1
6655	SOS2
673	BRAF
6850	SYK
7124	TNF
7305	TYROBP
7409	VAV1
7410	VAV2
7535	ZAP70
79465	ULBP3
80328	ULBP2
80329	ULBP1
836	CASP3
8503	PIK3R3
8743	TNFSF10
8793	TNFRSF10D
8794	TNFRSF10C
8795	TNFRSF10B
8797	TNFRSF10A
919	CD247
9436	NCR2
9437	NCR1
962	CD48
