gid	sym
10000	AKT3
10211	FLOT1
10580	SORBS1
10603	SH2B2
10891	PPARGC1A
122809	SOCS4
1398	CRK
1399	CRKL
163688	CALML6
1977	EIF4E
1978	EIF4EBP1
2002	ELK1
207	AKT1
208	AKT2
2194	FASN
2203	FBP1
2308	FOXO1
2319	FLOT2
23265	EXOC7
23433	RHOQ
23533	PIK3R5
23624	CBLC
2475	MTOR
253314	EIF4E1B
2538	G6PC
25759	SHC2
2645	GCK
2872	MKNK2
2885	GRB2
2889	RAPGEF1
2932	GSK3B
2997	GYS1
2998	GYS2
3098	HK1
3099	HK2
31	ACACA
3101	HK3
32	ACACB
3265	HRAS
3551	IKBKB
3630	INS
3636	INPPL1
3643	INSR
3667	IRS1
369	ARAF
3845	KRAS
3991	LIPE
399694	SHC4
4893	NRAS
5105	PCK1
5106	PCK2
5140	PDE3B
51422	PRKAG2
5170	PDPK1
51763	INPP5K
51806	CALML5
5255	PHKA1
5256	PHKA2
5257	PHKB
5260	PHKG1
5261	PHKG2
5290	PIK3CA
5291	PIK3CB
5293	PIK3CD
5294	PIK3CG
5295	PIK3R1
5296	PIK3R2
5313	PKLR
53358	SHC3
53632	PRKAG3
5499	PPP1CA
5500	PPP1CB
5501	PPP1CC
5506	PPP1R3A
5507	PPP1R3C
5509	PPP1R3D
5562	PRKAA1
5563	PRKAA2
5564	PRKAB1
5565	PRKAB2
5566	PRKACA
5567	PRKACB
5568	PRKACG
5571	PRKAG1
5573	PRKAR1A
5575	PRKAR1B
5576	PRKAR2A
5577	PRKAR2B
5584	PRKCI
5590	PRKCZ
5594	MAPK1
5595	MAPK3
5599	MAPK8
5601	MAPK9
5602	MAPK10
5604	MAP2K1
5605	MAP2K2
572	BAD
57521	RPTOR
5770	PTPN1
57818	G6PC2
5792	PTPRF
5834	PYGB
5836	PYGL
5837	PYGM
5894	RAF1
6009	RHEB
6194	RPS6
6198	RPS6KB1
6199	RPS6KB2
6464	SHC1
6517	SLC2A4
6654	SOS1
6655	SOS2
6720	SREBF1
673	BRAF
7248	TSC1
7249	TSC2
79660	PPP1R3B
801	CALM1
80201	HKDC1
805	CALM2
808	CALM3
810	CALML3
8471	IRS4
8503	PIK3R3
8569	MKNK1
8651	SOCS1
8660	IRS2
867	CBL
868	CBLB
8789	FBP2
8835	SOCS2
89801	PPP1R3F
9021	SOCS3
90673	PPP1R3E
92579	G6PC3
9322	TRIP10
9470	EIF4E2
