gid	sym
10000	AKT3
1019	CDK4
1027	CDKN1B
113026	PLCD3
1277	COL1A1
1278	COL1A2
1281	COL3A1
1282	COL4A1
1284	COL4A2
1285	COL4A3
1286	COL4A4
1287	COL4A5
1288	COL4A6
1432	MAPK14
1536	CYBB
1729	DIAPH1
177	AGER
185	AGTR1
1906	EDN1
1958	EGR1
207	AKT1
208	AKT2
2152	F3
2277	FIGF
2308	FOXO1
23236	PLCB1
2335	FN1
23533	PIK3R5
27035	NOX1
3265	HRAS
3383	ICAM1
3552	IL1A
3553	IL1B
3569	IL6
3576	CXCL8
3717	JAK2
3725	JUN
3845	KRAS
4087	SMAD2
4088	SMAD3
4089	SMAD4
4313	MMP2
4772	NFATC1
4790	NFKB1
4846	NOS3
4893	NRAS
50508	NOX3
5054	SERPINE1
51196	PLCE1
5290	PIK3CA
5291	PIK3CB
5292	PIM1
5293	PIK3CD
5294	PIK3CG
5295	PIK3R1
5296	PIK3R2
5330	PLCB2
5331	PLCB3
5332	PLCB4
5333	PLCD1
5335	PLCG1
5336	PLCG2
5578	PRKCA
5579	PRKCB
5580	PRKCD
5581	PRKCE
5590	PRKCZ
5594	MAPK1
5595	MAPK3
5599	MAPK8
5600	MAPK11
5601	MAPK9
5602	MAPK10
5603	MAPK13
581	BAX
5879	RAC1
595	CCND1
596	BCL2
5970	RELA
6300	MAPK12
6347	CCL2
6401	SELE
6772	STAT1
6774	STAT3
6776	STAT5A
6777	STAT5B
7040	TGFB1
7042	TGFB2
7043	TGFB3
7046	TGFBR1
7048	TGFBR2
7056	THBD
7124	TNF
7412	VCAM1
7422	VEGFA
7423	VEGFB
7424	VEGFC
836	CASP3
84812	PLCD4
8503	PIK3R3
998	CDC42
