gid	sym
100288562	LOC100288562
10171	RCL1
101929601	LOC101929601
101929627	LOC101929627
101930111	LOC101930111
10199	MPHOSPH10
102157402	AK6
10248	POP7
10436	EMG1
10482	NXF1
10528	NOP56
10556	RPP30
10557	RPP38
10607	TBL3
10775	POP4
10799	RPP40
10813	UTP14A
10885	WDR3
10940	POP1
134430	WDR36
138716	RPP25L
1457	CSNK2A1
1459	CSNK2A2
1460	CSNK2B
166378	SPATA5
1736	DKC1
2091	FBL
22803	XRN2
23160	WDR43
23195	MDN1
23560	GTPBP4
25996	REXO2
26354	GNL3
26851	SNORD3B-1
27341	RRP7A
283106	CSNK2A3
28987	NOB1
29102	DROSHA
29107	NXT1
29889	GNL2
3692	EIF6
4549	RNR1
4550	RNR2
4809	SNU13
4931	NVL
51068	NMD3
51077	FCF1
51096	UTP18
51119	SBDS
51367	POP5
51602	NOP58
54433	GAR1
54464	XRN1
54552	GNL3L
54913	RPP25
55127	HEATR1
55131	RBM28
55226	NAT10
55272	IMP3
55341	LSG1
55505	NOP10
55651	NHP2
55781	RIOK2
55813	UTP6
55916	NXT2
55998	NXF5
56000	NXF3
56001	NXF2
57455	REXO1
5822	PWP2
5901	RAN
6023	RMRP
643802	LOC643802
65083	NOL6
6949	TCOF1
728343	NXF2B
7514	XPO1
780851	SNORD3A
780852	SNORD3B-2
780853	SNORD3C
79631	EFL1
81691	LOC81691
83732	RIOK1
84128	WDR75
84135	UTP15
84916	UTP4
92856	IMP4
9724	UTP14C
9790	BMS1
