gid	sym
10000	AKT3
100132463	CLDN24
100506658	OCLN
10062	NR1H3
10197	PSME3
1026	CDKN1A
10379	IRF9
10686	CLDN16
1147	CHUK
1364	CLDN4
1365	CLDN3
1366	CLDN7
137075	CLDN23
1432	MAPK14
148022	TICAM1
149461	CLDN19
1950	EGF
1956	EGFR
1965	EIF2S1
207	AKT1
208	AKT2
23533	PIK3R5
23562	CLDN14
23586	DDX58
24146	CLDN15
26285	CLDN17
27102	EIF2AK1
2885	GRB2
29110	TBK1
2932	GSK3B
3265	HRAS
3434	IFIT1
3439	IFNA1
3440	IFNA2
3441	IFNA4
3442	IFNA5
3443	IFNA6
3444	IFNA7
3445	IFNA8
3446	IFNA10
3447	IFNA13
3448	IFNA14
3449	IFNA16
3451	IFNA17
3452	IFNA21
3454	IFNAR1
3455	IFNAR2
3456	IFNB1
3551	IKBKB
3576	CXCL8
3646	EIF3E
3659	IRF1
3661	IRF3
3665	IRF7
369	ARAF
3716	JAK1
3845	KRAS
3949	LDLR
439996	IFIT1B
440275	EIF2AK4
4790	NFKB1
4792	NFKBIA
4893	NRAS
4938	OAS1
4939	OAS2
4940	OAS3
49861	CLDN20
5010	CLDN11
51208	CLDN18
5170	PDPK1
5290	PIK3CA
5291	PIK3CB
5293	PIK3CD
5294	PIK3CG
5295	PIK3R1
5296	PIK3R2
53842	CLDN22
5465	PPARA
5515	PPP2CA
5516	PPP2CB
5518	PPP2R1A
5519	PPP2R1B
5520	PPP2R2A
5521	PPP2R2B
5522	PPP2R2C
55844	PPP2R2D
5594	MAPK1
5595	MAPK3
5599	MAPK8
5600	MAPK11
5601	MAPK9
5602	MAPK10
5603	MAPK13
5610	EIF2AK2
572	BAD
57506	MAVS
5894	RAF1
5970	RELA
6041	RNASEL
6256	RXRA
6300	MAPK12
644672	CLDN25
6654	SOS1
6655	SOS2
673	BRAF
6772	STAT1
6773	STAT2
6774	STAT3
7098	TLR3
7122	CLDN5
7124	TNF
7132	TNFRSF1A
7157	TP53
7186	TRAF2
7187	TRAF3
7189	TRAF6
7297	TYK2
8503	PIK3R3
8517	IKBKG
8554	PIAS1
8717	TRADD
8737	RIPK1
9021	SOCS3
9071	CLDN10
9073	CLDN8
9074	CLDN6
9075	CLDN2
9076	CLDN1
9080	CLDN9
9451	EIF2AK3
949	SCARB1
9641	IKBKE
975	CD81
