gid	sym
10000	AKT3
10019	SH2B3
10603	SH2B2
10782	ZNF274
10818	FRS2
11108	PRDM4
11213	IRAK3
1398	CRK
1399	CRKL
1432	MAPK14
163688	CALML6
207	AKT1
208	AKT2
2309	FOXO3
23533	PIK3R5
25	ABL1
2549	GAB1
25759	SHC2
25970	SH2B1
27018	BEX3
27330	RPS6KA6
2885	GRB2
2889	RAPGEF1
2932	GSK3B
3265	HRAS
3551	IKBKB
356	FASLG
3654	IRAK1
3656	IRAK2
3667	IRS1
3725	JUN
3845	KRAS
387	RHOA
396	ARHGDIA
397	ARHGDIB
398	ARHGDIG
399694	SHC4
4145	MATK
4214	MAP3K1
4215	MAP3K3
4217	MAP3K5
468	ATF4
4790	NFKB1
4792	NFKBIA
4793	NFKBIB
4794	NFKBIE
4803	NGF
4804	NGFR
4893	NRAS
4908	NTF3
4909	NTF4
4914	NTRK1
4915	NTRK2
4916	NTRK3
51135	IRAK4
5170	PDPK1
51806	CALML5
5290	PIK3CA
5291	PIK3CB
5293	PIK3CD
5294	PIK3CG
5295	PIK3R1
5296	PIK3R2
5335	PLCG1
53358	SHC3
5336	PLCG2
5580	PRKCD
5594	MAPK1
5595	MAPK3
5598	MAPK7
5599	MAPK8
5600	MAPK11
5601	MAPK9
5602	MAPK10
5603	MAPK13
5604	MAP2K1
5605	MAP2K2
5607	MAP2K5
5609	MAP2K7
5663	PSEN1
5664	PSEN2
572	BAD
57498	KIDINS220
5781	PTPN11
581	BAX
5879	RAC1
5894	RAF1
5906	RAP1A
5908	RAP1B
596	BCL2
5970	RELA
6195	RPS6KA1
6196	RPS6KA2
6197	RPS6KA3
627	BDNF
6272	SORT1
6300	MAPK12
6464	SHC1
6654	SOS1
6655	SOS2
673	BRAF
7157	TP53
7161	TP73
7189	TRAF6
7531	YWHAE
801	CALM1
805	CALM2
808	CALM3
810	CALML3
814	CAMK4
815	CAMK2A
816	CAMK2B
817	CAMK2D
818	CAMK2G
8503	PIK3R3
8767	RIPK2
9252	RPS6KA5
9261	MAPKAPK2
9500	MAGED1
998	CDC42
