gid	sym
10000	AKT3
1017	CDK2
1026	CDKN1A
1027	CDKN1B
10488	CREB3
1147	CHUK
1385	CREB1
1387	CREBBP
148327	CREB3L4
1499	CTNNB1
1869	E2F1
1870	E2F2
1871	E2F3
1950	EGF
1956	EGFR
2033	EP300
2064	ERBB2
207	AKT1
208	AKT2
2260	FGFR1
2263	FGFR2
2308	FOXO1
23533	PIK3R5
2475	MTOR
2885	GRB2
2932	GSK3B
2950	GSTP1
3265	HRAS
3320	HSP90AA1
3326	HSP90AB1
3479	IGF1
3480	IGF1R
354	KLK3
3551	IKBKB
3630	INS
3645	INSRR
367	AR
369	ARAF
3845	KRAS
4193	MDM2
468	ATF4
4790	NFKB1
4792	NFKBIA
4824	NKX3-1
4893	NRAS
51176	LEF1
5154	PDGFA
5155	PDGFB
5156	PDGFRA
5159	PDGFRB
5170	PDPK1
5290	PIK3CA
5291	PIK3CB
5293	PIK3CD
5294	PIK3CG
5295	PIK3R1
5296	PIK3R2
5594	MAPK1
5595	MAPK3
56034	PDGFC
5604	MAP2K1
5605	MAP2K2
572	BAD
5728	PTEN
5894	RAF1
5925	RB1
595	CCND1
596	BCL2
5970	RELA
64764	CREB3L2
6654	SOS1
6655	SOS2
6716	SRD5A2
673	BRAF
6932	TCF7
6934	TCF7L2
7039	TGFA
7157	TP53
7184	HSP90B1
80310	PDGFD
83439	TCF7L1
842	CASP9
84699	CREB3L3
8503	PIK3R3
8517	IKBKG
898	CCNE1
90993	CREB3L1
9134	CCNE2
9586	CREB5
