gid	sym
10000	AKT3
1026	CDKN1A
1027	CDKN1B
10298	PAK4
10718	NRG3
1398	CRK
1399	CRKL
145957	NRG4
1839	HBEGF
1950	EGF
1956	EGFR
1978	EIF4EBP1
2002	ELK1
2064	ERBB2
2065	ERBB3
2066	ERBB4
2069	EREG
207	AKT1
208	AKT2
23533	PIK3R5
23624	CBLC
2475	MTOR
25	ABL1
2549	GAB1
25759	SHC2
27	ABL2
2885	GRB2
2932	GSK3B
3084	NRG1
3265	HRAS
369	ARAF
3725	JUN
374	AREG
3845	KRAS
399694	SHC4
4609	MYC
4690	NCK1
4893	NRAS
5058	PAK1
5062	PAK2
5063	PAK3
5290	PIK3CA
5291	PIK3CB
5293	PIK3CD
5294	PIK3CG
5295	PIK3R1
5296	PIK3R2
5335	PLCG1
53358	SHC3
5336	PLCG2
5578	PRKCA
5579	PRKCB
5582	PRKCG
5594	MAPK1
5595	MAPK3
5599	MAPK8
5601	MAPK9
5602	MAPK10
5604	MAP2K1
5605	MAP2K2
5609	MAP2K7
56924	PAK6
57144	PAK7
572	BAD
5747	PTK2
5894	RAF1
6198	RPS6KB1
6199	RPS6KB2
6416	MAP2K4
6464	SHC1
6654	SOS1
6655	SOS2
6714	SRC
673	BRAF
6776	STAT5A
6777	STAT5B
685	BTC
7039	TGFA
815	CAMK2A
816	CAMK2B
817	CAMK2D
818	CAMK2G
8440	NCK2
8503	PIK3R3
867	CBL
868	CBLB
9542	NRG2
