gid	sym
100132463	CLDN24
1003	CDH5
100506658	OCLN
103910	MYL12B
10398	MYL9
10411	RAPGEF3
10451	VAV3
10627	MYL12A
10686	CLDN16
11069	RAPGEF4
1364	CLDN4
1365	CLDN3
1366	CLDN7
137075	CLDN23
1432	MAPK14
149461	CLDN19
1495	CTNNA1
1496	CTNNA2
1499	CTNNB1
1500	CTNND1
1535	CYBA
1536	CYBB
2185	PTK2B
23533	PIK3R5
23562	CLDN14
24146	CLDN15
26285	CLDN17
27035	NOX1
2770	GNAI1
2771	GNAI2
2773	GNAI3
2909	ARHGAP35
29119	CTNNA3
29895	MYLPF
3383	ICAM1
3676	ITGA4
3683	ITGAL
3684	ITGAM
3688	ITGB1
3689	ITGB2
3702	ITK
387	RHOA
394	ARHGAP5
399	RHOH
4267	CD99
4301	MLLT4
4313	MMP2
4318	MMP9
4478	MSN
4633	MYL2
4636	MYL5
4688	NCF2
4689	NCF4
49861	CLDN20
5010	CLDN11
50508	NOX3
50848	F11R
51208	CLDN18
5175	PECAM1
5290	PIK3CA
5291	PIK3CB
5293	PIK3CD
5294	PIK3CG
5295	PIK3R1
5296	PIK3R2
5335	PLCG1
5336	PLCG2
53842	CLDN22
5578	PRKCA
5579	PRKCB
5582	PRKCG
5600	MAPK11
5603	MAPK13
5747	PTK2
5781	PTPN11
5829	PXN
58494	JAM2
58498	MYL7
5879	RAC1
5880	RAC2
5906	RAP1A
5908	RAP1B
60	ACTB
6093	ROCK1
6300	MAPK12
6387	CXCL12
644672	CLDN25
6494	SIPA1
653361	NCF1
7070	THY1
71	ACTG1
7122	CLDN5
7294	TXK
7408	VASP
7409	VAV1
7410	VAV2
7412	VCAM1
7414	VCL
7430	EZR
7852	CXCR4
81	ACTN4
83593	RASSF5
83700	JAM3
8503	PIK3R3
87	ACTN1
88	ACTN2
89	ACTN3
9071	CLDN10
9073	CLDN8
9074	CLDN6
9075	CLDN2
9076	CLDN1
9080	CLDN9
90952	ESAM
93408	MYL10
9475	ROCK2
9564	BCAR1
998	CDC42
