gid	sym
10000	AKT3
10125	RASGRP1
1019	CDK4
10298	PAK4
10451	VAV3
10892	MALT1
1147	CHUK
1326	MAP3K8
1432	MAPK14
1437	CSF2
1493	CTLA4
1739	DLG1
207	AKT1
208	AKT2
2353	FOS
23533	PIK3R5
23624	CBLC
2534	FYN
27040	LAT
2885	GRB2
2932	GSK3B
29851	ICOS
3265	HRAS
3458	IFNG
3551	IKBKB
3558	IL2
3565	IL4
3567	IL5
3586	IL10
3702	ITK
3725	JUN
3845	KRAS
387	RHOA
3932	LCK
3937	LCP2
4690	NCK1
4772	NFATC1
4773	NFATC2
4775	NFATC3
4790	NFKB1
4792	NFKBIA
4793	NFKBIB
4794	NFKBIE
4893	NRAS
5058	PAK1
5062	PAK2
5063	PAK3
5133	PDCD1
5170	PDPK1
5290	PIK3CA
5291	PIK3CB
5293	PIK3CD
5294	PIK3CG
5295	PIK3R1
5296	PIK3R2
5335	PLCG1
5530	PPP3CA
5532	PPP3CB
5533	PPP3CC
5534	PPP3R1
5535	PPP3R2
5588	PRKCQ
5594	MAPK1
5595	MAPK3
5600	MAPK11
5601	MAPK9
5603	MAPK13
5604	MAP2K1
5605	MAP2K2
5609	MAP2K7
56924	PAK6
57144	PAK7
5777	PTPN6
5788	PTPRC
5894	RAF1
5970	RELA
6300	MAPK12
6654	SOS1
6655	SOS2
6885	MAP3K7
7006	TEC
7124	TNF
7409	VAV1
7410	VAV2
7535	ZAP70
8440	NCK2
84433	CARD11
8503	PIK3R3
8517	IKBKG
867	CBL
868	CBLB
8915	BCL10
9020	MAP3K14
915	CD3D
916	CD3E
917	CD3G
919	CD247
920	CD4
925	CD8A
926	CD8B
940	CD28
9402	GRAP2
959	CD40LG
998	CDC42
