gid	sym
10000	AKT3
1019	CDK4
1021	CDK6
1026	CDKN1A
1027	CDKN1B
1029	CDKN2A
1147	CHUK
1398	CRK
1399	CRKL
1487	CTBP1
1488	CTBP2
1869	E2F1
1870	E2F2
1871	E2F3
207	AKT1
208	AKT2
2122	MECOM
23533	PIK3R5
23624	CBLC
25	ABL1
25759	SHC2
2885	GRB2
3065	HDAC1
3066	HDAC2
3265	HRAS
3551	IKBKB
369	ARAF
3845	KRAS
399694	SHC4
4088	SMAD3
4089	SMAD4
4193	MDM2
4609	MYC
4790	NFKB1
4792	NFKBIA
4893	NRAS
5290	PIK3CA
5291	PIK3CB
5293	PIK3CD
5294	PIK3CG
5295	PIK3R1
5296	PIK3R2
53358	SHC3
5594	MAPK1
5595	MAPK3
5604	MAP2K1
5605	MAP2K2
572	BAD
5781	PTPN11
5894	RAF1
5925	RB1
595	CCND1
5970	RELA
598	BCL2L1
613	BCR
6464	SHC1
6654	SOS1
6655	SOS2
673	BRAF
6776	STAT5A
6777	STAT5B
7040	TGFB1
7042	TGFB2
7043	TGFB3
7046	TGFBR1
7048	TGFBR2
7157	TP53
8503	PIK3R3
8517	IKBKG
861	RUNX1
867	CBL
868	CBLB
9846	GAB2
