shape	coords	gid	sym.path.compounds.map
circle	824 863 4	NA	C12248
circle	824 807 4	NA	C11821
circle	1093 829 4	NA	C02091
circle	1310 862 4	NA	C00802
circle	1405 862 4	NA	C00169
circle	1483 895 4	NA	C00014
circle	1514 862 4	NA	C00011
circle	157 188 4	NA	C00117
circle	245 188 4	NA	C00119
circle	342 187 4	NA	C03090
circle	982 246 4	NA	C04734
circle	266 224 4	NA	C00064
circle	689 509 4	NA	C04392
circle	1624 460 4	NA	C00046
circle	1628 540 4	NA	C00039
circle	1545 715 4	NA	C05512
circle	1541 622 4	NA	C00559
circle	1355 623 4	NA	C00360
circle	1355 540 4	NA	C00206
circle	1515 540 4	NA	C00131
circle	1355 461 4	NA	C00008
circle	1191 462 4	NA	C00020
circle	1192 558 4	NA	C00212
circle	1192 668 4	NA	C00147
circle	1090 342 4	NA	C03794
circle	1029 424 4	NA	C00014
circle	985 458 4	NA	C00130
circle	985 563 4	NA	C00294
circle	985 667 4	NA	C00262
circle	1181 938 4	NA	C00048
circle	1102 984 4	NA	C00011
circle	1142 965 4	NA	C00014
circle	1102 908 4	NA	C00086
circle	1181 863 4	NA	C00603
circle	1002 863 4	NA	C00499
circle	905 863 4	NA	C02350
circle	824 929 4	NA	C02348
circle	824 751 4	NA	C00366
circle	719 751 4	NA	C05513
circle	824 665 4	NA	C00385
circle	1416 294 4	NA	C00008
circle	1416 210 4	NA	C01260
circle	1505 210 4	NA	C00224
circle	1505 294 4	NA	C00053
circle	1592 210 4	NA	C00059
circle	1619 293 4	NA	C00054
circle	1371 760 4	NA	C00037
circle	1282 760 4	NA	C02718
circle	1106 760 4	NA	C05239
circle	1015 760 4	NA	C05516
circle	926 760 4	NA	C05515
circle	649 666 4	NA	C00242
circle	361 623 4	NA	C00330
circle	488 623 4	NA	C00362
circle	247 541 4	NA	C00039
circle	363 542 4	NA	C00286
circle	490 541 4	NA	C00361
circle	291 379 4	NA	C00046
circle	490 448 4	NA	C00035
circle	217 333 4	NA	C04494
circle	362 333 4	NA	C01228
circle	649 452 4	NA	C00144
circle	649 565 4	NA	C00387
circle	824 561 4	NA	C01762
circle	753 357 4	NA	C00081
circle	855 358 4	NA	C00104
circle	517 262 4	NA	C01345
circle	696 187 4	NA	C03373
circle	791 187 4	NA	C04751
circle	608 187 4	NA	C04640
circle	518 187 4	NA	C04376
circle	886 187 4	NA	C04823
circle	430 187 4	NA	C03838
circle	982 187 4	NA	C04677
circle	422 262 4	NA	C01344
circle	1286 368 4	NA	C00002
circle	363 448 4	NA	C00044
circle	668 357 4	NA	C03614
circle	164 366 4	NA	C00942
circle	292 516 4	NA	C01261
circle	1153 380 4	NA	C02353
circle	1153 435 4	NA	C01367
circle	1605 408 4	NA	C03483
circle	1691 401 4	NA	C00575
circle	69 188 4	NA	C00620
circle	69 263 4	NA	C00301
circle	1517 461 4	NA	C00002
circle	1286 210 4	NA	C00002
circle	824 455 4	NA	C00655
circle	774 509 4	NA	C00700
circle	533 768 4	NA	C06194
circle	1194 760 4	NA	C06195
circle	608 262 4	NA	C06196
circle	533 713 4	NA	C06193
circle	1286 294 4	NA	C06197
circle	1087 187 4	NA	C04051
circle	1111 253 4	NA	C05993
circle	1111 295 4	NA	C06433
circle	859 422 4	NA	C06435
circle	744 243 4	NA	C15667
rect	467 482 513 499	20133	Rrm1
rect	467 482 513 499	20135	Rrm2
rect	467 482 513 499	382985	Rrm2b
rect	826 709 872 726	22436	Xdh
rect	170 179 216 196	110639	Prps2
rect	170 179 216 196	19139	Prps1
rect	170 179 216 196	328099	Prps1l3
rect	170 179 216 196	75456	Prps1l1
rect	274 179 320 196	231327	Ppat
rect	360 179 406 196	14450	Gart
rect	446 179 492 196	14450	Gart
rect	627 179 673 196	14450	Gart
rect	934 204 980 221	108147	Atic
rect	911 179 957 196	11564	Adsl
rect	816 179 862 196	67054	Paics
rect	722 179 768 196	67054	Paics
rect	1474 354 1520 371	71701	Pnpt1
rect	1616 317 1662 334	18573	Pde1a
rect	1616 317 1662 334	18574	Pde1b
rect	1616 317 1662 334	18575	Pde1c
rect	1616 317 1662 334	18576	Pde3b
rect	1616 317 1662 334	207728	Pde2a
rect	1616 317 1662 334	23984	Pde10a
rect	1616 317 1662 334	241489	Pde11a
rect	1616 317 1662 334	54611	Pde3a
rect	1668 437 1714 454	104110	Adcy4
rect	1668 437 1714 454	104111	Adcy3
rect	1668 437 1714 454	11512	Adcy6
rect	1668 437 1714 454	11513	Adcy7
rect	1668 437 1714 454	11514	Adcy8
rect	1668 437 1714 454	11515	Adcy9
rect	1668 437 1714 454	210044	Adcy2
rect	1668 437 1714 454	224129	Adcy5
rect	1668 437 1714 454	271639	Adcy10
rect	1668 437 1714 454	432530	Adcy1
rect	1545 452 1591 469	100862456	LOC100862456
rect	1545 452 1591 469	102641086	LOC102641086
rect	1545 452 1591 469	20016	Polr1c
rect	1545 452 1591 469	20017	Polr1b
rect	1545 452 1591 469	20018	Polr1d
rect	1545 452 1591 469	20019	Polr1a
rect	1545 452 1591 469	20020	Polr2a
rect	1545 452 1591 469	20021	Polr2c
rect	1545 452 1591 469	20022	Polr2j
rect	1545 452 1591 469	218832	Polr3a
rect	1545 452 1591 469	231329	Polr2b
rect	1545 452 1591 469	245841	Polr2h
rect	1545 452 1591 469	26939	Polr3e
rect	1545 452 1591 469	28071	Twistnb
rect	1545 452 1591 469	64424	Polr1e
rect	1545 452 1591 469	66136	Znrd1
rect	1545 452 1591 469	66420	Polr2e
rect	1545 452 1591 469	66491	Polr2l
rect	1545 452 1591 469	67005	Polr3k
rect	1545 452 1591 469	67065	Polr3d
rect	1545 452 1591 469	67486	Polr3g
