shape	coords	gid	sym.path.compounds.map
circle	647 508 4	NA	G01391
circle	647 447 4	NA	G13074
circle	647 386 4	NA	G13073
circle	647 325 4	NA	G01977
circle	647 264 4	NA	G01945
circle	511 752 4	NA	G02632
circle	511 691 4	NA	G09660
circle	511 630 4	NA	G13040
circle	511 569 4	NA	G13039
circle	511 508 4	NA	G13038
circle	511 447 4	NA	G13037
circle	511 386 4	NA	G13036
circle	511 325 4	NA	G13035
circle	511 264 4	NA	G13034
circle	294 508 4	NA	G00872
circle	294 447 4	NA	G13043
circle	294 386 4	NA	G12336
circle	294 325 4	NA	G13042
circle	294 264 4	NA	G13041
circle	511 203 4	NA	C00925
circle	294 203 4	NA	C00426
circle	385 386 4	NA	C00634
circle	647 203 4	NA	C00573
circle	73 203 4	NA	G10505
circle	73 264 4	NA	G00526
circle	73 325 4	NA	G00711
circle	73 386 4	NA	G10008
rect	489 403 535 420	27029	Sgsh
rect	513 226 559 243	545291	Hpse2
rect	463 226 509 243	15442	Hpse
rect	625 403 671 420	75612	Gns
rect	272 282 318 299	15931	Ids
rect	489 282 535 299	15931	Ids
rect	625 282 671 299	50917	Galns
rect	272 344 318 361	15932	Idua
rect	489 344 535 361	15932	Idua
rect	272 403 318 420	11881	Arsb
rect	625 344 671 361	12091	Glb1
rect	272 466 318 483	109685	Hyal3
rect	272 466 318 483	15586	Hyal1
rect	272 466 318 483	15587	Hyal2
rect	272 466 318 483	20690	Spam1
rect	272 466 318 483	74409	Hyal6
rect	272 466 318 483	74468	Hyal5
rect	272 466 318 483	77042	Hyal4
rect	489 466 535 483	52120	Hgsnat
rect	692 466 738 483	15211	Hexa
rect	692 466 738 483	15212	Hexb
rect	202 466 248 483	109685	Hyal3
rect	202 466 248 483	15586	Hyal1
rect	202 466 248 483	15587	Hyal2
rect	202 466 248 483	20690	Spam1
rect	202 466 248 483	74409	Hyal6
rect	202 466 248 483	74468	Hyal5
rect	202 466 248 483	77042	Hyal4
rect	489 527 535 544	27419	Naglu
rect	625 466 671 483	15211	Hexa
rect	625 466 671 483	15212	Hexb
rect	489 648 535 665	110006	Gusb
rect	489 710 535 727	75612	Gns
poly	841 329 871 329 871 333 841 333	109685	Hyal3
poly	841 329 871 329 871 333 841 333	15586	Hyal1
poly	841 329 871 329 871 333 841 333	15587	Hyal2
poly	841 329 871 329 871 333 841 333	20690	Spam1
poly	841 329 871 329 871 333 841 333	74409	Hyal6
poly	841 329 871 329 871 333 841 333	74468	Hyal5
poly	841 329 871 329 871 333 841 333	77042	Hyal4
poly	813 286 813 316 817 316 817 286	11881	Arsb
poly	920 329 950 329 950 333 920 333	110006	Gusb
poly	980 286 980 316 984 316 984 286	50917	Galns
poly	919 461 949 461 949 465 919 465	109685	Hyal3
poly	919 461 949 461 949 465 919 465	15586	Hyal1
poly	919 461 949 461 949 465 919 465	15587	Hyal2
poly	919 461 949 461 949 465 919 465	20690	Spam1
poly	919 461 949 461 949 465 919 465	74409	Hyal6
poly	919 461 949 461 949 465 919 465	74468	Hyal5
poly	919 461 949 461 949 465 919 465	77042	Hyal4
poly	1001 462 1031 462 1031 466 1001 466	110006	Gusb
poly	806 418 806 448 810 448 810 418	15931	Ids
poly	828 461 858 461 858 465 828 465	15932	Idua
poly	906 601 936 601 936 605 906 605	27419	Naglu
poly	985 601 1015 601 1015 605 985 605	110006	Gusb
poly	806 558 806 588 810 588 810 558	15931	Ids
poly	828 601 858 601 858 605 828 605	15932	Idua
poly	1077 601 1107 601 1107 605 1077 605	27419	Naglu
poly	1156 601 1186 601 1186 605 1156 605	15442	Hpse
poly	1156 601 1186 601 1186 605 1156 605	545291	Hpse2
poly	870 558 870 588 874 588 874 558	27029	Sgsh
poly	912 740 942 740 942 744 912 744	15211	Hexa
poly	912 740 942 740 942 744 912 744	15212	Hexb
poly	876 697 876 727 880 727 880 697	75612	Gns
poly	983 740 1013 740 1013 744 983 744	12091	Glb1
poly	800 697 800 727 804 727 804 697	50917	Galns
poly	822 740 852 740 852 744 822 744	12091	Glb1
poly	1040 697 1040 727 1044 727 1044 697	75612	Gns
rect	51 226 97 243	109685	Hyal3
rect	51 226 97 243	15586	Hyal1
rect	51 226 97 243	15587	Hyal2
rect	51 226 97 243	20690	Spam1
rect	51 226 97 243	74409	Hyal6
rect	51 226 97 243	74468	Hyal5
rect	51 226 97 243	77042	Hyal4
rect	51 282 97 299	110006	Gusb
poly	829 187 859 187 859 191 829 191	110006	Gusb
poly	991 187 1021 187 1021 191 991 191	110006	Gusb
poly	1075 740 1105 740 1105 744 1075 744	15211	Hexa
poly	1075 740 1105 740 1105 744 1075 744	15212	Hexb
rect	465 113 558 147	NA	mmu00534
rect	601 113 694 147	NA	mmu00533
rect	336 113 448 147	NA	mmu00532
rect	40 45 327 70	NA	mmu00531
