shape	coords	gid	sym.path.compounds.map
circle	955 314 4	NA	C00092
circle	67 299 4	NA	C00668
circle	113 342 4	NA	C02336
circle	241 160 4	NA	C00181
circle	358 160 4	NA	C02352
circle	464 160 4	NA	C00190
circle	680 95 4	NA	C00714
circle	794 95 4	NA	C00470
circle	908 95 4	NA	C00333
circle	566 95 4	NA	C00617
circle	490 306 4	NA	C05731
circle	365 251 4	NA	C02591
circle	365 342 4	NA	C00089
circle	566 160 4	NA	C00167
circle	680 160 4	NA	C03033
circle	794 160 4	NA	C00191
circle	566 342 4	NA	C00029
circle	191 462 4	NA	C00267
circle	273 417 4	NA	C00031
circle	166 541 4	NA	C00221
circle	581 807 4	NA	C05345
circle	578 730 4	NA	C00668
circle	306 764 4	NA	C00267
circle	388 681 4	NA	C01231
circle	472 603 4	NA	C00501
circle	571 526 4	NA	C00103
circle	448 527 4	NA	C00394
circle	390 417 4	NA	C00965
circle	659 467 4	NA	C00498
circle	1052 519 4	NA	C00208
circle	970 545 4	NA	C00721
circle	879 493 4	NA	C01935
circle	879 435 4	NA	C00973
circle	915 263 4	NA	C01172
circle	855 314 4	NA	C00689
circle	855 226 4	NA	C01083
circle	1006 263 4	NA	C00663
circle	1052 226 4	NA	C00031
circle	955 379 4	NA	C02995
circle	211 230 4	NA	C00089
circle	855 376 4	NA	C01083
circle	348 462 4	NA	C01798
circle	736 563 4	NA	C00718
circle	970 603 4	NA	C00267
circle	1157 755 4	NA	C00185
circle	582 404 4	NA	C00095
circle	678 433 4	NA	C00089
circle	365 398 4	NA	C00095
circle	259 514 4	NA	C00185
circle	147 273 4	NA	C06215
circle	248 273 4	NA	C06215
circle	977 755 4	NA	C02013
circle	1067 755 4	NA	C06219
circle	887 755 4	NA	C06218
circle	797 755 4	NA	C06217
circle	707 755 4	NA	C06216
circle	955 441 4	NA	C00208
circle	974 711 4	NA	C00252
circle	113 230 4	NA	C16688
circle	259 541 4	NA	C00760
circle	363 527 4	NA	C00760
circle	1122 644 4	NA	C20237
circle	839 521 4	NA	C00369
rect	65 490 111 507	15275	Hk1
rect	65 490 111 507	15277	Hk2
rect	65 490 111 507	212032	Hk3
rect	65 490 111 507	216019	Hkdc1
rect	202 315 248 332	14387	Gaa
rect	202 315 248 332	232714	Mgam
rect	202 315 248 332	76051	Ganc
rect	202 353 248 370	69983	Sis
rect	497 152 543 169	67883	Uxs1
rect	496 492 542 509	18605	Enpp1
rect	496 492 542 509	209558	Enpp3
rect	463 683 509 700	70974	Pgm2l1
rect	544 234 590 251	22235	Ugdh
rect	544 376 590 393	216558	Ugp2
rect	596 152 642 169	100559	Ugt2b38
rect	596 152 642 169	100727	Ugt2b34
rect	596 152 642 169	112417	Ugt2b37
rect	596 152 642 169	22236	Ugt1a2
rect	596 152 642 169	22238	Ugt2b5
rect	596 152 642 169	231396	Ugt2b36
rect	596 152 642 169	243085	Ugt2b35
rect	596 152 642 169	394430	Ugt1a10
rect	596 152 642 169	394432	Ugt1a7c
rect	596 152 642 169	394433	Ugt1a5
rect	596 152 642 169	394434	Ugt1a9
rect	596 152 642 169	394435	Ugt1a6b
rect	596 152 642 169	394436	Ugt1a1
rect	596 152 642 169	552899	Ugt2a2
rect	596 152 642 169	71773	Ugt2b1
rect	596 152 642 169	72094	Ugt2a3
rect	596 152 642 169	94215	Ugt2a1
rect	596 152 642 169	94284	Ugt1a6a
rect	708 152 754 169	110006	Gusb
rect	708 152 754 169	16591	Kl
rect	642 334 688 351	14936	Gys1
rect	642 334 688 351	232493	Gys2
rect	555 687 601 704	66681	Pgm1
rect	555 687 601 704	72157	Pgm2
rect	414 722 460 739	14377	G6pc
rect	414 722 460 739	14378	G6pc2
rect	414 722 460 739	68401	G6pc3
rect	414 745 460 762	15275	Hk1
rect	414 745 460 762	15277	Hk2
rect	414 745 460 762	212032	Hk3
rect	414 745 460 762	216019	Hkdc1
rect	414 766 460 783	103988	Gck
rect	557 768 603 785	14751	Gpi1
rect	764 624 810 641	77559	Agl
rect	764 595 810 612	74185	Gbe1
rect	937 193 983 210	58866	Treh
rect	896 537 942 554	100043684	Amy2a4
rect	896 537 942 554	100043686	Amy2a3
rect	896 537 942 554	100043688	Amy2a2
rect	896 537 942 554	109959	Amy2a5
rect	896 537 942 554	11722	Amy1
rect	896 595 942 612	232714	Mgam
rect	1054 544 1100 561	14387	Gaa
rect	1054 544 1100 561	232714	Mgam
rect	1054 544 1100 561	76051	Ganc
rect	778 513 824 530	110078	Pygb
rect	778 513 824 530	110095	Pygl
rect	778 513 824 530	19309	Pygm
rect	1004 544 1050 561	77559	Agl
rect	972 564 1018 581	69983	Sis
rect	922 564 968 581	232714	Mgam
rect	951 674 997 691	69983	Sis
rect	40 45 326 70	NA	mmu00500
rect	616 672 716 706	NA	mmu00010
rect	844 147 976 172	NA	mmu00053
rect	38 141 173 175	NA	mmu00040
rect	644 204 719 238	NA	mmu00830
rect	257 583 410 617	NA	mmu00520
rect	358 78 511 112	NA	mmu00520
