shape	coords	gid	sym.path.compounds.map
circle	408 183 4	NA	G00010
circle	640 437 4	NA	C00076
circle	378 329 4	NA	G00010
circle	333 194 4	NA	G00009
circle	501 391 4	NA	G00011
circle	528 167 4	NA	G00011
circle	616 166 4	NA	G10694
circle	634 396 4	NA	G00012
rect	273 629 319 646	11911	Atf4
rect	338 711 384 728	13198	Ddit3
rect	527 629 573 646	26414	Mapk10
rect	527 629 573 646	26419	Mapk8
rect	527 629 573 646	26420	Mapk9
rect	525 513 571 530	22030	Traf2
rect	527 552 573 569	26408	Map3k5
rect	527 590 573 607	26400	Map2k7
rect	275 513 321 530	13665	Eif2s1
rect	417 117 463 134	12330	Canx
rect	418 173 464 190	12317	Calr
rect	249 552 295 569	17872	Ppp1r15a
rect	418 143 464 160	14827	Pdia3
rect	618 552 664 569	12364	Casp12
rect	618 513 664 530	12333	Capn1
rect	618 513 664 530	12334	Capn2
rect	35 192 81 209	100043039	Gm4184
rect	35 192 81 209	100046078	Gm15266
rect	35 192 81 209	102637269	LOC102637269
rect	35 192 81 209	20335	Sec61g
rect	35 192 81 209	53421	Sec61a1
rect	35 192 81 209	57743	Sec61a2
rect	35 192 81 209	66212	Sec61b
rect	920 371 966 388	269523	Vcp
rect	744 408 790 425	100043039	Gm4184
rect	744 408 790 425	100046078	Gm15266
rect	744 408 790 425	102637269	LOC102637269
rect	744 408 790 425	20335	Sec61g
rect	744 408 790 425	53421	Sec61a1
rect	744 408 790 425	57743	Sec61a2
rect	744 408 790 425	66212	Sec61b
rect	114 221 160 238	103963	Rpn1
rect	114 221 160 238	13135	Dad1
rect	114 221 160 238	13200	Ddost
rect	114 221 160 238	16430	Stt3a
rect	114 221 160 238	20014	Rpn2
rect	114 221 160 238	68292	Stt3b
rect	114 221 160 238	80286	Tusc3
rect	570 358 616 375	108687	Edem2
rect	570 358 616 375	192193	Edem1
rect	570 358 616 375	66967	Edem3
rect	771 151 817 168	20334	Sec23a
rect	771 151 817 168	218811	Sec24c
rect	771 151 817 168	27054	Sec23b
rect	771 151 817 168	69608	Sec24d
rect	771 151 817 168	77371	Sec24a
rect	771 151 817 168	99683	Sec24b
rect	642 169 688 186	66890	Lman2
rect	642 189 688 206	70361	Lman1
rect	924 435 970 452	22230	Ufd1l
rect	924 418 970 435	217365	Nploc4
rect	699 324 745 341	50527	Ero1l
rect	699 324 745 341	67475	Ero1lb
rect	543 169 589 186	17155	Man1a
rect	543 169 589 186	17156	Man1a2
rect	543 169 589 186	227619	Man1b1
rect	543 169 589 186	230815	Man1c1
rect	344 169 390 186	14376	Ganab
rect	344 169 390 186	19089	Prkcsh
rect	479 267 525 284	14376	Ganab
rect	479 267 525 284	19089	Prkcsh
rect	344 135 390 152	57377	Mogs
rect	395 243 441 260	320011	Uggt1
rect	395 243 441 260	66435	Uggt2
rect	571 391 617 408	17155	Man1a
rect	571 391 617 408	17156	Man1a2
rect	571 391 617 408	227619	Man1b1
rect	571 391 617 408	230815	Man1c1
rect	736 595 782 612	223455	March6
rect	737 684 783 701	74126	Syvn1
rect	737 700 783 717	22213	Ube2g2
rect	737 700 783 717	67128	Ube2g1
rect	199 294 245 313	14828	Hspa5
rect	35 209 81 226	140740	Sec63
rect	35 209 81 226	69276	Sec62
rect	617 448 663 465	12018	Bak1
rect	617 448 663 465	12028	Bax
rect	400 469 446 486	12915	Atf6b
rect	400 469 446 486	226641	Atf6
rect	525 469 571 486	78943	Ern1
rect	275 469 321 486	13666	Eif2ak3
rect	275 469 321 486	15467	Eif2ak1
rect	275 469 321 486	19106	Eif2ak2
rect	275 469 321 486	27103	Eif2ak4
rect	428 526 474 543	56453	Mbtps1
rect	428 547 474 564	270669	Mbtps2
rect	466 621 512 638	22433	Xbp1
rect	372 547 418 564	22393	Wfs1
rect	987 384 1033 401	19358	Rad23a
rect	987 384 1033 401	19359	Rad23b
rect	986 362 1032 379	244178	Ubqln3
rect	986 362 1032 379	244179	Ubqlnl
rect	986 362 1032 379	54609	Ubqln2
rect	986 362 1032 379	56085	Ubqln1
rect	986 362 1032 379	94232	Ubqln4
rect	987 401 1033 418	59007	Ngly1
rect	736 612 782 629	140499	Ube2j2
rect	736 612 782 629	22213	Ube2g2
rect	736 612 782 629	56228	Ube2j1
rect	736 612 782 629	67128	Ube2g1
rect	1039 362 1085 379	63958	Ube4b
rect	1014 315 1060 332	226418	Yod1
rect	1039 384 1085 401	110616	Atxn3
rect	1014 332 1060 349	18786	Plaa
rect	894 259 940 276	15481	Hspa8
rect	894 259 940 276	15482	Hspa1l
rect	894 259 940 276	15511	Hspa1b
rect	894 259 940 276	15512	Hspa2
rect	894 259 940 276	193740	Hspa1a
rect	847 666 893 683	20338	Sel1l
rect	847 666 893 683	228684	Sel1l2
rect	882 683 928 700	74126	Syvn1
rect	843 306 889 323	116891	Derl2
rect	843 306 889 323	67819	Derl1
rect	843 306 889 323	70377	Derl3
rect	753 338 799 355	216440	Os9
rect	836 683 882 700	64209	Herpud1
rect	753 360 799 377	66753	Erlec1
rect	882 700 928 717	140499	Ube2j2
rect	882 700 928 717	22213	Ube2g2
rect	882 700 928 717	56228	Ube2j1
rect	882 700 928 717	67128	Ube2g1
rect	893 649 939 666	109815	Vimp
rect	1038 666 1084 683	100043674	Gm9840
rect	1038 666 1084 683	56438	Rbx1
rect	992 700 1038 717	230904	Fbxo2
rect	992 700 1038 717	50762	Fbxo6
rect	949 621 995 638	216080	Ube2d1
rect	949 621 995 638	56550	Ube2d2a
rect	949 621 995 638	66105	Ube2d3
rect	949 621 995 638	73318	Ube2d2b
rect	995 595 1041 612	13002	Dnajc5
rect	995 595 1041 612	15502	Dnaja1
rect	995 595 1041 612	231098	Dnajc5g
rect	995 595 1041 612	56445	Dnaja2
rect	995 595 1041 612	56709	Dnajb12
rect	995 595 1041 612	56812	Dnajb2
rect	995 595 1041 612	66326	Dnajc5b
rect	995 595 1041 612	81489	Dnajb1
rect	995 612 1041 629	15481	Hspa8
rect	995 612 1041 629	15482	Hspa1l
rect	995 612 1041 629	15511	Hspa1b
rect	995 612 1041 629	15512	Hspa2
rect	995 612 1041 629	193740	Hspa1a
rect	995 629 1041 646	56424	Stub1
rect	700 360 746 377	105245	Txndc5
rect	700 360 746 377	12304	Pdia4
rect	700 360 746 377	18453	P4hb
rect	700 360 746 377	67397	Erp29
rect	700 360 746 377	71853	Pdia6
rect	199 311 245 328	100037258	Dnajc3
rect	199 311 245 328	13418	Dnajc1
rect	199 311 245 328	66861	Dnajc10
