shape	coords	gid	sym.path.compounds.map
rect	751 620 797 637	20437	Siah1a
rect	751 620 797 637	20438	Siah1b
rect	646 541 692 558	16009	Igfbp3
rect	646 500 692 517	13197	Gadd45a
rect	646 500 692 517	17873	Gadd45b
rect	646 500 692 517	23882	Gadd45g
rect	284 443 330 460	17248	Mdm4
rect	389 219 435 236	12649	Chek1
rect	310 219 356 236	245000	Atr
rect	433 192 479 209	50883	Chek2
rect	310 192 356 209	11920	Atm
rect	541 167 587 184	67874	Rprm
rect	541 143 587 160	55948	Sfn
rect	670 132 716 149	12566	Cdk2
rect	670 115 716 132	12447	Ccne1
rect	670 115 716 132	12448	Ccne2
rect	594 541 640 558	22084	Tsc2
rect	804 620 850 637	53892	Ppm1d
rect	856 620 902 637	22062	Trp73
rect	698 620 744 637	12450	Ccng1
rect	698 620 744 637	12452	Ccng2
rect	594 620 640 637	26374	Rfwd2
rect	594 500 640 517	20135	Rrm2
rect	594 500 640 517	382985	Rrm2b
rect	541 500 587 517	107986	Ddb2
rect	541 580 587 597	68428	Steap3
rect	541 541 587 558	19211	Pten
rect	804 459 850 476	20724	Serpinb5
rect	646 459 692 476	12521	Cd82
rect	751 459 797 476	21825	Thbs1
rect	541 418 587 435	16009	Igfbp3
rect	651 418 697 435	16000	Igf1
rect	541 459 587 476	18787	Serpine1
rect	594 459 640 476	107831	Adgrb1
rect	216 379 262 396	12578	Cdkn2a
rect	541 108 587 125	12575	Cdkn1a
rect	646 379 692 396	22401	Zmat3
rect	754 291 800 308	12122	Bid
rect	541 348 587 365	13663	Ei24
rect	541 257 587 274	14102	Fas
rect	541 223 587 240	29870	Gtse1
rect	541 313 587 330	12028	Bax
rect	541 279 587 296	57913	Pidd1
rect	678 267 724 284	12370	Casp8
rect	670 200 716 217	12534	Cdk1
rect	884 365 930 382	11783	Apaf1
rect	884 333 930 350	13063	Cycs
rect	884 333 930 350	13067	Cyct
rect	987 349 1033 366	12371	Casp9
rect	284 379 330 396	17246	Mdm2
rect	374 379 420 396	22059	Trp53
rect	541 620 587 637	17246	Mdm2
rect	646 620 692 637	68098	Rchy1
rect	541 199 587 216	13197	Gadd45a
rect	541 199 587 216	17873	Gadd45b
rect	541 199 587 216	23882	Gadd45g
rect	670 87 716 104	12567	Cdk4
rect	670 87 716 104	12571	Cdk6
rect	670 70 716 87	12443	Ccnd1
rect	670 70 716 87	12444	Ccnd2
rect	670 70 716 87	12445	Ccnd3
rect	594 379 640 396	64058	Perp
rect	541 379 587 396	66940	Shisa5
rect	698 500 744 517	140742	Sesn1
rect	698 500 744 517	230784	Sesn2
rect	698 500 744 517	75747	Sesn3
rect	670 183 716 200	12442	Ccnb2
rect	670 183 716 200	209091	Ccnb3
rect	670 183 716 200	268697	Ccnb1
rect	1063 348 1109 365	12367	Casp3
rect	698 379 744 396	20437	Siah1a
rect	698 379 744 396	20438	Siah1b
rect	646 313 692 330	170770	Bbc3
rect	594 313 640 330	58801	Pmaip1
rect	284 342 330 359	98376	Gorab
rect	255 483 358 517	NA	mmu04110
rect	1025 277 1128 311	NA	mmu04210
rect	40 45 238 70	NA	mmu04115
rect	1023 176 1126 210	NA	mmu04110
