shape	coords	gid	sym.path.compounds.map
rect	57 257 103 274	212880	Ddx46
rect	57 277 103 294	53817	Ddx39b
rect	675 150 721 167	20637	Snrnp70
rect	675 167 721 184	53607	Snrpa
rect	675 184 721 201	20630	Snrpc
rect	410 521 456 538	69192	Dhx16
rect	526 378 572 395	64340	Dhx38
rect	526 398 572 415	71713	Cdc40
rect	675 222 721 239	54614	Prpf40b
rect	675 222 721 239	56194	Prpf40a
rect	675 242 721 259	67039	Rbm25
rect	517 260 563 277	217207	Dhx8
rect	446 155 492 172	13204	Dhx15
rect	675 133 721 150	102638183	LOC102638183
rect	675 133 721 150	107686	Snrpd2
rect	675 133 721 150	20638	Snrpb
rect	675 133 721 150	20641	Snrpd1
rect	675 133 721 150	20643	Snrpe
rect	675 133 721 150	67332	Snrpd3
rect	675 133 721 150	68011	Snrpg
rect	675 133 721 150	69878	Snrpf
rect	675 262 721 279	13207	Ddx5
rect	675 282 721 299	56070	Tcerg1
rect	740 133 786 150	102638183	LOC102638183
rect	740 133 786 150	107686	Snrpd2
rect	740 133 786 150	20638	Snrpb
rect	740 133 786 150	20641	Snrpd1
rect	740 133 786 150	20643	Snrpe
rect	740 133 786 150	67332	Snrpd3
rect	740 133 786 150	68011	Snrpg
rect	740 133 786 150	69878	Snrpf
rect	740 150 786 167	68981	Snrpa1
rect	740 167 786 184	20639	Snrpb2
rect	740 183 786 200	20222	Sf3a2
rect	740 183 786 200	67465	Sf3a1
rect	740 183 786 200	75062	Sf3a3
rect	740 200 786 217	101943	Sf3b3
rect	740 200 786 217	107701	Sf3b4
rect	740 200 786 217	319322	Sf3b2
rect	740 200 786 217	66055	Sf3b6
rect	740 200 786 217	66125	Sf3b5
rect	740 200 786 217	68479	Phf5a
rect	740 200 786 217	72047	Ddx42
rect	740 200 786 217	81898	Sf3b1
rect	740 242 786 259	108121	U2af1
rect	740 242 786 259	22185	U2af2
rect	740 242 786 259	233073	U2af1l4
rect	740 262 786 279	67959	Puf60
rect	740 282 786 299	76479	Smndc1
rect	740 302 786 319	76938	Rbm17
rect	740 322 786 339	27967	Cherp
rect	740 342 786 359	67958	U2surp
rect	740 362 786 379	13204	Dhx15
rect	870 473 916 490	433702	Ncbp1
rect	870 473 916 490	68092	Ncbp2
rect	870 493 916 510	15381	Hnrnpc
rect	870 493 916 510	15382	Hnrnpa1
rect	870 493 916 510	15387	Hnrnpk
rect	870 493 916 510	19655	Rbmx
rect	870 493 916 510	19656	Rbmxl1
rect	870 493 916 510	229279	Hnrnpa3
rect	870 493 916 510	23983	Pcbp1
rect	870 493 916 510	51810	Hnrnpu
rect	870 493 916 510	545091	Gm5803
rect	870 493 916 510	76572	Rbmxl2
rect	870 493 916 510	76936	Hnrnpm
rect	870 513 916 530	101214	Tra2a
rect	870 513 916 530	108014	Srsf9
rect	870 513 916 530	110809	Srsf1
rect	870 513 916 530	14105	Srsf10
rect	870 513 916 530	20382	Srsf2
rect	870 513 916 530	20383	Srsf3
rect	870 513 916 530	20384	Srsf5
rect	870 513 916 530	20462	Tra2b
rect	870 513 916 530	225027	Srsf7
rect	870 513 916 530	57317	Srsf4
rect	870 513 916 530	67996	Srsf6
rect	675 473 721 490	28000	Prpf19
rect	675 490 721 507	71702	Cdc5l
rect	675 507 721 524	68183	Bcas2
rect	675 524 721 541	53317	Plrg1
rect	675 541 721 558	66070	Cwc15
rect	675 558 721 575	66642	Ctnnbl1
rect	675 575 721 592	15481	Hspa8
rect	675 575 721 592	15482	Hspa1l
rect	675 575 721 592	15511	Hspa1b
rect	675 575 721 592	15512	Hspa2
rect	675 575 721 592	193740	Hspa1a
rect	675 599 721 616	54633	Pqbp1
rect	740 493 786 510	66877	Crnkl1
rect	740 493 786 510	67439	Xab2
rect	740 493 786 510	68592	Syf2
rect	675 616 721 633	60321	Wbp11
rect	740 473 786 490	66354	Snw1
rect	740 513 786 530	57905	Isy1
rect	740 533 786 550	68816	Ppil1
rect	740 553 786 570	56031	Ppie
rect	740 573 786 590	72654	Ccdc12
rect	740 593 786 610	66810	Rbm22
rect	740 633 786 650	11834	Aqr
rect	805 150 851 167	102641341	LOC102641341
rect	805 150 851 167	27756	Lsm2
rect	805 150 851 167	50783	Lsm4
rect	805 150 851 167	66094	Lsm7
