shape	coords	gid	sym.path.compounds.map
circle	719 159 4	NA	C03758
circle	123 549 4	NA	C00355
circle	196 549 4	NA	C03758
circle	452 473 4	NA	C03758
circle	1016 535 4	NA	C00575
circle	992 447 4	NA	C01245
circle	1043 490 4	NA	C00165
circle	1042 456 4	NA	C00076
circle	644 588 4	NA	C03758
circle	677 779 4	NA	C03758
circle	666 492 4	NA	C00076
circle	122 438 4	NA	C00082
circle	561 780 4	NA	C03758
circle	422 769 4	NA	C05587
circle	422 787 4	NA	C05582
circle	506 109 4	NA	C05582
circle	619 106 4	NA	C01161
circle	615 157 4	NA	C05587
circle	801 723 4	NA	C00238
circle	716 686 4	NA	C00076
circle	711 605 4	NA	C01330
circle	709 658 4	NA	C00076
rect	730 526 776 543	13492	Drd5
rect	693 210 739 227	13162	Slc6a3
rect	220 541 266 558	110877	Slc18a1
rect	220 541 266 558	214084	Slc18a2
rect	824 526 870 543	14680	Gnal
rect	824 526 870 543	14683	Gnas
rect	936 526 982 543	224129	Adcy5
rect	1058 526 1104 543	18747	Prkaca
rect	1058 526 1104 543	18749	Prkacb
rect	824 465 870 482	14682	Gnaq
rect	902 465 948 482	18795	Plcb1
rect	902 465 948 482	18796	Plcb2
rect	902 465 948 482	18797	Plcb3
rect	902 465 948 482	18798	Plcb4
rect	1020 413 1066 430	16438	Itpr1
rect	1020 413 1066 430	16439	Itpr2
rect	1020 413 1066 430	16440	Itpr3
rect	1136 481 1182 498	18750	Prkca
rect	1136 481 1182 498	18751	Prkcb
rect	1136 481 1182 498	18752	Prkcg
rect	132 561 178 578	13195	Ddc
rect	660 100 706 117	109731	Maob
rect	660 100 706 117	17161	Maoa
rect	601 772 647 789	13162	Slc6a3
rect	601 484 647 501	12286	Cacna1a
rect	601 484 647 501	12287	Cacna1b
rect	730 793 776 810	13489	Drd2
rect	840 753 886 770	100043507	Gm15776
rect	840 753 886 770	100503710	Gm5741
rect	840 753 886 770	102641276	LOC102641276
rect	840 753 886 770	14677	Gnai1
rect	840 753 886 770	14678	Gnai2
rect	840 753 886 770	14679	Gnai3
rect	840 753 886 770	14681	Gnao1
rect	840 753 886 770	14688	Gnb1
rect	840 753 886 770	14693	Gnb2
rect	840 753 886 770	14695	Gnb3
rect	840 753 886 770	14696	Gnb4
rect	840 753 886 770	14697	Gnb5
rect	840 753 886 770	14699	Gngt1
rect	840 753 886 770	14700	Gng10
rect	840 753 886 770	14701	Gng12
rect	840 753 886 770	14702	Gng2
rect	840 753 886 770	14704	Gng3
rect	840 753 886 770	14706	Gng4
rect	840 753 886 770	14707	Gng5
rect	840 753 886 770	14708	Gng7
rect	840 753 886 770	14709	Gng8
rect	840 753 886 770	14710	Gngt2
rect	840 753 886 770	64337	Gng13
rect	840 753 886 770	66066	Gng11
rect	922 796 968 813	11651	Akt1
rect	922 796 968 813	11652	Akt2
rect	922 796 968 813	23797	Akt3
rect	993 796 1039 813	56637	Gsk3b
rect	993 796 1039 813	606496	Gsk3a
rect	1135 513 1181 530	102641666	LOC102641666
rect	1135 513 1181 530	11909	Atf2
rect	1135 513 1181 530	11911	Atf4
rect	1135 513 1181 530	12912	Creb1
rect	1135 513 1181 530	12913	Creb3
rect	1135 513 1181 530	12915	Atf6b
rect	1135 513 1181 530	208647	Creb3l2
rect	1135 513 1181 530	208677	Creb3l3
rect	1135 513 1181 530	231991	Creb5
rect	1135 513 1181 530	26427	Creb3l1
rect	1135 513 1181 530	78284	Creb3l4
rect	1135 580 1181 597	19049	Ppp1r1b
rect	1135 544 1181 561	19094	Mapk11
rect	1135 544 1181 561	26414	Mapk10
rect	1135 544 1181 561	26415	Mapk13
rect	1135 544 1181 561	26416	Mapk14
rect	1135 544 1181 561	26419	Mapk8
rect	1135 544 1181 561	26420	Mapk9
rect	1135 544 1181 561	29857	Mapk12
rect	133 457 179 474	21823	Th
rect	730 465 776 482	13488	Drd1
rect	730 753 776 770	13490	Drd3
rect	730 753 776 770	13491	Drd4
rect	481 756 527 773	109731	Maob
rect	481 756 527 773	17161	Maoa
rect	481 783 527 800	12846	Comt
rect	1240 544 1286 561	14281	Fos
rect	443 309 489 326	13489	Drd2
rect	647 161 693 178	12846	Comt
rect	548 84 594 101	12846	Comt
rect	521 144 567 161	109731	Maob
rect	521 144 567 161	17161	Maoa
rect	1230 449 1276 466	19055	Ppp3ca
rect	1230 449 1276 466	19056	Ppp3cb
rect	1230 449 1276 466	19057	Ppp3cc
rect	1230 416 1276 433	108058	Camk2d
rect	1230 416 1276 433	12322	Camk2a
rect	1230 416 1276 433	12323	Camk2b
rect	1230 416 1276 433	12325	Camk2g
rect	840 787 886 804	216869	Arrb2
rect	840 804 886 821	100039815	Gm2436
rect	840 804 886 821	100039830	Gm2446
rect	840 804 886 821	19052	Ppp2ca
rect	840 804 886 821	19053	Ppp2cb
rect	840 804 886 821	19054	Ppp2r3d
rect	840 804 886 821	21770	Ppp2r5d
rect	840 804 886 821	225849	Ppp2r5b
rect	840 804 886 821	226849	Ppp2r5a
rect	840 804 886 821	235542	Ppp2r3a
rect	840 804 886 821	26931	Ppp2r5c
rect	840 804 886 821	26932	Ppp2r5e
rect	840 804 886 821	269643	Ppp2r2c
rect	840 804 886 821	51792	Ppp2r1a
rect	840 804 886 821	52432	Ppp2r2d
rect	840 804 886 821	59032	Ppp2r3c
rect	840 804 886 821	71978	Ppp2r2a
rect	840 804 886 821	72930	Ppp2r2b
rect	840 804 886 821	73699	Ppp2r1b
rect	1058 579 1104 596	19045	Ppp1ca
rect	1058 579 1104 596	19046	Ppp1cb
rect	1058 579 1104 596	19047	Ppp1cc
rect	1058 579 1104 596	434233	Gm5601
rect	601 712 647 729	13489	Drd2
rect	730 681 776 698	12286	Cacna1a
rect	730 681 776 698	12287	Cacna1b
rect	730 716 776 733	16519	Kcnj3
rect	730 716 776 733	16521	Kcnj5
rect	730 716 776 733	16522	Kcnj6
rect	730 716 776 733	16524	Kcnj9
rect	730 598 776 615	20265	Scn1a
rect	1136 432 1182 449	12313	Calm1
rect	1136 432 1182 449	12314	Calm2
rect	1136 432 1182 449	12315	Calm3
rect	1136 432 1182 449	494124	Calm5
rect	1136 432 1182 449	70405	Calml3
rect	1136 432 1182 449	80796	Calm4
