shape	coords	gid	sym.path.compounds.map
circle	465 819 4	NA	C00165
circle	442 751 4	NA	C01245
circle	496 751 4	NA	C00076
circle	306 205 4	NA	C00575
circle	552 300 4	NA	C05981
rect	137 325 183 342	12145	Cxcr5
rect	137 325 183 342	12458	Ccr6
rect	137 325 183 342	12765	Cxcr2
rect	137 325 183 342	12766	Cxcr3
rect	137 325 183 342	12767	Cxcr4
rect	137 325 183 342	12768	Ccr1
rect	137 325 183 342	12769	Ccr9
rect	137 325 183 342	12770	Ccr1l1
rect	137 325 183 342	12771	Ccr3
rect	137 325 183 342	12772	Ccr2
rect	137 325 183 342	12773	Ccr4
rect	137 325 183 342	12774	Ccr5
rect	137 325 183 342	12775	Ccr7
rect	137 325 183 342	12776	Ccr8
rect	137 325 183 342	12777	Ccr10
rect	137 325 183 342	13051	Cx3cr1
rect	137 325 183 342	227288	Cxcr1
rect	137 325 183 342	23832	Xcr1
rect	137 325 183 342	80901	Cxcr6
rect	70 325 116 342	100039053	Gm2023
rect	70 325 116 342	100039863	Gm13306
rect	70 325 116 342	100039939	Gm2506
rect	70 325 116 342	100040048	Ccl27b
rect	70 325 116 342	100041504	LOC100041504
rect	70 325 116 342	100041579	Gm20878
rect	70 325 116 342	100041593	LOC100041593
rect	70 325 116 342	100042493	Ccl21b
rect	70 325 116 342	100504239	Gm10591
rect	70 325 116 342	100504346	Gm13304
rect	70 325 116 342	100504362	Gm1987
rect	70 325 116 342	100861978	LOC100861978
rect	70 325 116 342	100862177	Gm21541
rect	70 325 116 342	100862247	Gm21586
rect	70 325 116 342	105242482	LOC105242482
rect	70 325 116 342	14825	Cxcl1
rect	70 325 116 342	15945	Cxcl10
rect	70 325 116 342	16963	Xcl1
rect	70 325 116 342	17329	Cxcl9
rect	70 325 116 342	18829	Ccl21a
rect	70 325 116 342	20290	Ccl1
rect	70 325 116 342	20292	Ccl11
rect	70 325 116 342	20293	Ccl12
rect	70 325 116 342	20295	Ccl17
rect	70 325 116 342	20296	Ccl2
rect	70 325 116 342	20297	Ccl20
rect	70 325 116 342	20299	Ccl22
rect	70 325 116 342	20300	Ccl25
rect	70 325 116 342	20301	Ccl27a
rect	70 325 116 342	20302	Ccl3
rect	70 325 116 342	20303	Ccl4
rect	70 325 116 342	20304	Ccl5
rect	70 325 116 342	20305	Ccl6
rect	70 325 116 342	20306	Ccl7
rect	70 325 116 342	20307	Ccl8
rect	70 325 116 342	20308	Ccl9
rect	70 325 116 342	20309	Cxcl15
rect	70 325 116 342	20310	Cxcl2
rect	70 325 116 342	20311	Cxcl5
rect	70 325 116 342	20312	Cx3cl1
rect	70 325 116 342	20315	Cxcl12
rect	70 325 116 342	24047	Ccl19
rect	70 325 116 342	330122	Cxcl3
rect	70 325 116 342	541307	Ccl26
rect	70 325 116 342	55985	Cxcl13
rect	70 325 116 342	56066	Cxcl11
rect	70 325 116 342	56221	Ccl24
rect	70 325 116 342	56744	Pf4
rect	70 325 116 342	56838	Ccl28
rect	70 325 116 342	57266	Cxcl14
rect	70 325 116 342	57349	Ppbp
rect	70 325 116 342	621580	Gm13308
rect	70 325 116 342	65956	Ccl21c
rect	70 325 116 342	66102	Cxcl16
rect	282 120 328 137	16452	Jak2
rect	282 120 328 137	16453	Jak3
rect	451 665 497 682	14083	Ptk2
rect	332 291 378 308	14191	Fgr
rect	332 291 378 308	15162	Hck
rect	332 291 378 308	17096	Lyn
rect	332 291 378 308	20779	Src
