shape	coords	gid	sym.path.compounds.map
circle	174 260 4	NA	C00429
circle	276 260 4	NA	C02642
circle	402 292 4	NA	C00099
circle	95 569 4	NA	C00083
circle	203 569 4	NA	C00024
circle	95 648 4	NA	C00383
circle	569 63 4	NA	C05669
circle	569 84 4	NA	C05670
circle	569 105 4	NA	C01073
circle	519 292 4	NA	C05665
circle	634 292 4	NA	C00986
circle	749 292 4	NA	C00315
circle	749 139 4	NA	C00049
circle	864 292 4	NA	C00750
circle	354 599 4	NA	C00864
circle	314 641 4	NA	C00222
circle	462 641 4	NA	C01013
circle	593 641 4	NA	C05668
circle	724 641 4	NA	C00894
circle	855 641 4	NA	C00100
circle	724 714 4	NA	C02335
circle	634 366 4	NA	C00386
circle	481 340 4	NA	C00135
circle	749 427 4	NA	C05340
circle	634 479 4	NA	C05341
circle	749 532 4	NA	C03722
circle	314 714 4	NA	C00804
circle	659 333 4	NA	C00555
circle	749 333 4	NA	C00334
circle	749 185 4	NA	C01262
circle	71 260 4	NA	C00106
circle	384 582 4	NA	C03492
rect	766 633 812 650	11364	Acadm
rect	636 633 682 650	74147	Ehhadh
rect	636 633 682 650	93747	Echs1
rect	636 633 682 650	97212	Hadha
rect	505 633 551 650	227095	Hibch
rect	122 561 168 578	56690	Mlycd
rect	180 602 226 619	104776	Aldh6a1
rect	193 423 239 440	268860	Abat
rect	498 419 544 436	107239	Carns1
rect	554 141 600 158	14415	Gad1
rect	554 141 600 158	14417	Gad2
rect	554 120 600 137	73748	Gadl1
rect	786 294 832 311	20603	Sms
rect	786 294 832 311	671878	Gm14680
rect	786 273 832 290	20810	Srm
rect	554 284 600 301	11754	Aoc3
rect	554 284 600 301	237940	Aoc2
rect	444 273 490 290	110695	Aldh7a1
rect	444 273 490 290	11669	Aldh2
rect	444 273 490 290	11671	Aldh3a2
rect	444 273 490 290	56752	Aldh9a1
rect	444 273 490 290	72535	Aldh1b1
rect	317 252 363 269	103149	Upb1
rect	201 252 247 269	64705	Dpys
rect	100 262 146 279	99586	Dpyd
rect	498 393 544 410	107239	Carns1
rect	498 445 544 462	107239	Carns1
rect	498 368 544 385	338403	Cndp1
rect	554 210 600 227	107239	Carns1
rect	554 187 600 204	338403	Cndp1
rect	444 294 490 311	11670	Aldh3a1
rect	444 294 490 311	56847	Aldh1a3
rect	444 294 490 311	621603	Aldh3b2
rect	444 294 490 311	67689	Aldh3b1
rect	444 294 490 311	73458	Aldh3b3
rect	498 347 544 364	66054	Cndp2
rect	786 216 832 233	228608	Smox
rect	40 45 246 70	NA	mmu00410
rect	819 689 893 723	NA	mmu00640
rect	55 478 136 512	NA	mmu00061
rect	488 582 591 616	NA	mmu00770
rect	35 310 109 344	NA	mmu00240
rect	913 274 1032 308	NA	mmu00330
rect	700 42 800 76	NA	mmu00460
rect	806 122 927 156	NA	mmu00250
