shape	coords	gid	sym.path.compounds.map
circle	667 1076 4	NA	C06547
circle	667 1004 4	NA	C01234
circle	620 1075 4	NA	C08276
circle	624 1162 4	NA	C15606
circle	735 1162 4	NA	C15651
circle	850 1162 4	NA	C15650
circle	964 1162 4	NA	C04582
circle	964 1090 4	NA	C04188
circle	964 1026 4	NA	C03089
circle	962 938 4	NA	C00170
circle	850 938 4	NA	C01137
circle	294 854 4	NA	C01817
circle	294 941 4	NA	C03145
circle	779 488 4	NA	C00109
circle	392 776 4	NA	C00065
circle	488 799 4	NA	C00155
circle	488 939 4	NA	C00073
circle	488 698 4	NA	C02291
circle	665 858 4	NA	C00021
circle	667 938 4	NA	C00019
circle	294 896 4	NA	C02989
circle	488 1162 4	NA	C01180
circle	804 858 4	NA	C03539
circle	389 1017 4	NA	C00409
circle	487 133 4	NA	C00065
circle	487 212 4	NA	C00979
circle	487 384 4	NA	C00097
circle	449 234 4	NA	C00283
circle	300 212 4	NA	C05824
circle	374 345 4	NA	C05526
circle	267 334 4	NA	C00059
circle	374 299 4	NA	C00051
circle	710 133 4	NA	C02218
circle	715 387 4	NA	C00506
circle	810 387 4	NA	C05528
circle	905 387 4	NA	C11537
circle	1002 387 4	NA	C00022
circle	981 347 4	NA	C11481
circle	209 303 4	NA	C00491
circle	137 239 4	NA	C01962
circle	368 543 4	NA	C00606
circle	274 543 4	NA	C05527
circle	191 543 4	NA	C00022
circle	316 488 4	NA	C00793
circle	87 543 4	NA	C00957
circle	87 643 4	NA	C05823
circle	779 636 4	NA	C00263
circle	779 574 4	NA	C01118
circle	779 698 4	NA	C01077
circle	689 636 4	NA	C00441
circle	604 636 4	NA	C03082
circle	517 636 4	NA	C00049
circle	389 980 4	NA	C05524
circle	463 543 4	NA	C09306
circle	440 583 4	NA	C00041
circle	239 591 4	NA	C00094
circle	166 572 4	NA	C00320
circle	627 202 4	NA	C01005
circle	905 347 4	NA	C11499
circle	757 1004 4	NA	C00109
circle	886 488 4	NA	C02356
circle	990 488 4	NA	C21015
circle	1094 488 4	NA	C21016
circle	1092 936 4	NA	C19787
circle	919 858 4	NA	C18049
rect	440 1038 486 1055	234724	Tat
rect	553 1154 599 1171	104923	Adi1
rect	597 1113 643 1130	104923	Adi1
rect	887 1154 933 1171	56369	Apip
rect	941 1122 987 1139	67873	Mri1
rect	999 1017 1045 1034	66902	Mtap
rect	887 919 933 936	20810	Srm
rect	745 930 791 947	11702	Amd1
rect	463 505 509 522	107869	Cth
rect	400 736 446 753	12411	Cbs
rect	440 860 486 877	238505	Mtr
rect	440 841 486 858	12116	Bhmt
rect	564 930 610 947	108645	Mat2b
rect	564 930 610 947	11720	Mat1a
rect	564 930 610 947	232087	Mat2a
rect	642 815 688 832	11615	Gm4737
rect	642 815 688 832	229709	Ahcyl1
rect	642 815 688 832	269378	Ahcy
rect	642 815 688 832	74340	Ahcyl2
rect	617 883 663 900	13433	Dnmt1
rect	617 883 663 900	13435	Dnmt3a
rect	617 883 663 900	13436	Dnmt3b
rect	523 1063 569 1080	100328588	Gm21948
rect	523 1063 569 1080	100470	Lao1
rect	523 1063 569 1080	14204	Il4i1
rect	523 1063 569 1080	73988	4930438A08Rik
rect	490 841 536 858	64918	Bhmt2
rect	715 1126 761 1143	67870	Enoph1
rect	583 125 629 142	231691	Sds
rect	583 125 629 142	257635	Sdsl
rect	738 379 784 396	102643267	LOC102643267
rect	738 379 784 396	14718	Got1
rect	738 379 784 396	14719	Got2
rect	139 268 185 285	107869	Cth
rect	346 436 392 453	12583	Cdo1
rect	306 524 352 541	102643267	LOC102643267
rect	306 524 352 541	14718	Got1
rect	306 524 352 541	14719	Got2
rect	190 436 236 453	107869	Cth
rect	111 535 157 552	22117	Tst
rect	111 535 157 552	246221	Mpst
rect	39 436 85 453	102643267	LOC102643267
rect	39 436 85 453	14718	Got1
rect	39 436 85 453	14719	Got2
rect	64 596 110 613	106557	Ldhal6b
rect	64 596 110 613	16828	Ldha
rect	64 596 110 613	16832	Ldhb
rect	64 596 110 613	16833	Ldhc
rect	887 940 933 957	20603	Sms
rect	887 940 933 957	671878	Gm14680
rect	833 368 879 385	17448	Mdh2
rect	833 368 879 385	17449	Mdh1
rect	811 469 857 486	12035	Bcat1
rect	811 469 857 486	12036	Bcat2
rect	811 490 857 507	268782	Agxt2
rect	913 480 959 497	14629	Gclc
rect	913 480 959 497	14630	Gclm
rect	1016 480 1062 497	14854	Gss
rect	331 830 406 864	NA	mmu00920
rect	40 45 363 70	NA	mmu00270
rect	757 255 891 289	NA	mmu00430
rect	1045 370 1121 404	NA	mmu00620
rect	254 116 411 150	NA	mmu00260
rect	301 620 435 654	NA	mmu00430
rect	512 299 620 333	NA	mmu00770
rect	536 402 666 427	NA	mmu00480
rect	186 758 343 792	NA	mmu00260
rect	547 591 670 616	NA	mmu00250
rect	151 629 259 654	NA	mmu00920
rect	536 512 664 537	NA	mmu00640
rect	806 988 881 1022	NA	mmu00640
rect	536 435 684 460	NA	mmu00260
rect	990 430 1121 464	NA	mmu00290
