shape	coords	gid	sym.path.compounds.map
circle	119 1027 4	NA	C00338
circle	634 251 4	NA	C01277
rect	597 984 643 1001	268973	Nlrc4
rect	643 984 689 1001	66824	Pycard
rect	737 984 783 1001	12362	Casp1
rect	896 994 939 1011	16176	Il1b
rect	896 973 939 990	16173	Il18
rect	597 937 643 954	17940	Naip1
rect	597 937 643 954	17948	Naip2
rect	597 937 643 954	17951	Naip5
rect	597 937 643 954	17952	Naip6
rect	597 937 643 954	53880	Naip7
rect	737 937 783 954	12369	Casp7
rect	694 660 740 677	18033	Nfkb1
rect	694 660 740 677	19697	Rela
rect	694 609 740 626	18035	Nfkbia
rect	664 505 710 522	12176	Bnip3
rect	664 526 710 543	94044	Bcl2l13
rect	612 169 658 186	11840	Arf1
rect	612 192 658 209	19324	Rab1a
rect	612 192 658 209	76308	Rab1b
rect	593 715 639 732	12747	Clk1
rect	612 290 658 307	20333	Sec22b
rect	612 311 658 328	20224	Sar1a
rect	612 311 658 328	66397	Sar1b
rect	612 332 658 349	269523	Vcp
rect	662 407 708 424	13063	Cycs
rect	662 407 708 424	13067	Cyct
rect	733 407 779 424	12371	Casp9
rect	804 407 850 424	12367	Casp3
rect	804 428 850 445	12370	Casp8
rect	662 377 708 394	11783	Apaf1
rect	185 456 231 473	16409	Itgam
rect	185 473 231 490	16414	Itgb2
rect	185 473 231 490	16415	Itgb2l
rect	108 428 154 445	12266	C3
rect	108 464 154 481	12266	C3
rect	109 398 155 415	15510	Hspd1
rect	694 579 740 596	18034	Nfkb2
rect	596 838 642 855	67160	Eef1g
rect	596 794 642 811	13627	Eef1a1
rect	596 794 642 811	13628	Eef1a2
rect	695 794 741 811	15499	Hsf1
rect	694 755 740 772	56422	Hbs1l
rect	823 794 869 811	15481	Hspa8
rect	823 794 869 811	15482	Hspa1l
rect	823 794 869 811	15511	Hspa1b
rect	823 794 869 811	15512	Hspa2
rect	823 794 869 811	193740	Hspa1a
rect	185 990 231 1007	53791	Tlr5
rect	185 1019 231 1036	24088	Tlr2
rect	185 1084 231 1101	21898	Tlr4
rect	185 1052 231 1069	12475	Cd14
rect	288 1019 334 1036	17874	Myd88
rect	598 1024 641 1041	21926	Tnf
rect	598 1044 641 1061	16176	Il1b
rect	598 1064 641 1081	16193	Il6
rect	598 1084 641 1101	16159	Il12a
rect	598 1084 641 1101	16160	Il12b
rect	648 1064 691 1081	14825	Cxcl1
rect	648 1064 691 1081	20310	Cxcl2
rect	648 1064 691 1081	330122	Cxcl3
rect	40 45 175 70	NA	mmu05134
rect	885 411 958 445	NA	mmu04210
rect	60 496 178 530	NA	mmu04610
rect	323 1043 441 1077	NA	mmu04620
