shape	coords	gid	sym.path.compounds.map
rect	492 402 538 419	56907	SPIRE1
rect	492 402 538 419	84501	SPIRE2
rect	492 385 538 402	56776	FMN2
rect	193 518 239 535	143689	PIWIL4
rect	193 518 239 535	440822	PIWIL3
rect	193 518 239 535	55124	PIWIL2
rect	193 518 239 535	9271	PIWIL1
rect	193 499 239 516	132864	CPEB2
rect	193 499 239 516	22849	CPEB3
rect	193 499 239 516	64506	CPEB1
rect	193 499 239 516	80315	CPEB4
rect	141 282 187 299	4851	NOTCH1
rect	141 282 187 299	4853	NOTCH2
rect	141 282 187 299	4854	NOTCH3
rect	141 282 187 299	4855	NOTCH4
rect	559 183 605 200	2120	ETV6
rect	559 183 605 200	51513	ETV7
rect	559 157 605 174	2113	ETS1
rect	559 157 605 174	2114	ETS2
rect	469 194 515 211	5594	MAPK1
rect	469 194 515 211	5595	MAPK3
rect	395 194 441 211	5604	MAP2K1
rect	322 194 368 211	673	BRAF
rect	247 194 293 211	3845	KRAS
rect	231 169 277 186	6654	SOS1
rect	231 169 277 186	6655	SOS2
rect	215 145 261 162	2885	GRB2
rect	141 145 187 162	1956	EGFR
rect	40 45 374 70	NA	hsa04320
