shape	coords	gid	sym.path.compounds.map
circle	583 427 4	NA	C00575
circle	624 169 4	NA	C00076
circle	608 256 4	NA	C01245
circle	681 390 4	NA	C00165
circle	628 320 4	NA	C00076
circle	220 239 4	NA	C00752
circle	220 382 4	NA	C00008
circle	220 191 4	NA	C02198
circle	909 823 4	NA	C02198
circle	685 668 4	NA	C00533
circle	848 667 4	NA	C00942
circle	639 491 4	NA	C05981
circle	220 490 4	NA	C01312
circle	428 788 4	NA	C00219
circle	674 775 4	NA	C00427
circle	675 797 4	NA	C05956
circle	220 321 4	NA	C00076
circle	235 285 4	NA	C00002
rect	661 311 707 328	3708	ITPR1
rect	661 311 707 328	3709	ITPR2
rect	661 311 707 328	3710	ITPR3
rect	273 230 319 247	2149	F2R
rect	273 230 319 247	9002	F2RL3
rect	273 352 319 369	5028	P2RY1
rect	273 182 319 199	6915	TBXA2R
rect	455 352 501 369	23236	PLCB1
rect	455 352 501 369	5330	PLCB2
rect	455 352 501 369	5331	PLCB3
rect	455 352 501 369	5332	PLCB4
rect	273 528 319 545	51206	GP6
rect	273 600 319 617	3673	ITGA2
rect	273 600 319 617	3688	ITGB1
rect	273 658 319 675	2814	GP5
rect	455 603 501 620	5336	PLCG2
rect	782 381 828 398	10125	RASGRP1
rect	782 381 828 398	10235	RASGRP2
rect	879 381 925 398	5906	RAP1A
rect	879 381 925 398	5908	RAP1B
rect	977 381 1023 398	54518	APBB1IP
rect	1076 381 1122 398	7094	TLN1
rect	1076 381 1122 398	83660	TLN2
rect	1186 381 1232 398	3674	ITGA2B
rect	1186 381 1232 398	3690	ITGB3
rect	602 105 648 122	84876	ORAI1
rect	368 600 416 617	23533	PIK3R5
rect	368 600 416 617	5290	PIK3CA
rect	368 600 416 617	5291	PIK3CB
rect	368 600 416 617	5293	PIK3CD
rect	368 600 416 617	5294	PIK3CG
rect	368 600 416 617	5295	PIK3R1
rect	368 600 416 617	5296	PIK3R2
rect	368 600 416 617	8503	PIK3R3
rect	454 659 500 676	10000	AKT3
rect	454 659 500 676	207	AKT1
rect	454 659 500 676	208	AKT2
rect	567 659 613 676	4846	NOS3
rect	747 659 793 676	2977	GUCY1A2
rect	747 659 793 676	2982	GUCY1A3
rect	747 659 793 676	2983	GUCY1B3
rect	906 659 952 676	5592	PRKG1
rect	906 659 952 676	5593	PRKG2
rect	1001 659 1047 676	1432	MAPK14
rect	1001 659 1047 676	5600	MAPK11
rect	1001 659 1047 676	5603	MAPK13
rect	1001 659 1047 676	6300	MAPK12
rect	1094 659 1140 676	5594	MAPK1
