shape	coords	gid	sym.path.compounds.map
circle	1165 610 4	NA	C00054
circle	1164 586 4	NA	C00053
circle	1134 463 4	NA	G00160
circle	1134 413 4	NA	G00159
circle	1134 363 4	NA	G00158
circle	1134 313 4	NA	G00157
circle	1134 263 4	NA	G00156
circle	1134 213 4	NA	G00155
circle	1134 163 4	NA	G00154
circle	1134 113 4	NA	C02189
circle	1134 561 4	NA	C00401
circle	1061 632 4	NA	C01490
circle	1092 678 4	NA	C00054
circle	1091 653 4	NA	C00053
rect	1112 274 1158 291	26229	B3GAT3
rect	1112 124 1158 141	64131	XYLT1
rect	1112 124 1158 141	64132	XYLT2
rect	1112 175 1158 192	11285	B4GALT7
poly	324 149 367 149 367 153 324 153	22856	CHSY1
poly	324 149 367 149 367 153 324 153	337876	CHSY3
poly	324 149 367 149 367 153 324 153	55454	CSGALNACT2
poly	324 149 367 149 367 153 324 153	55790	CSGALNACT1
poly	324 149 367 149 367 153 324 153	79586	CHPF
poly	415 149 458 149 458 153 415 153	22856	CHSY1
poly	415 149 458 149 458 153 415 153	337876	CHSY3
poly	415 149 458 149 458 153 415 153	54480	CHPF2
poly	415 149 458 149 458 153 415 153	79586	CHPF
poly	519 149 562 149 562 153 519 153	55454	CSGALNACT2
poly	519 149 562 149 562 153 519 153	55790	CSGALNACT1
poly	611 149 654 149 654 153 611 153	26229	B3GAT3
poly	698 149 741 149 741 153 698 153	126792	B3GALT6
poly	784 149 827 149 827 153 784 153	11285	B4GALT7
poly	871 149 914 149 914 153 871 153	64131	XYLT1
poly	871 149 914 149 914 153 871 153	64132	XYLT2
poly	210 150 260 150 260 152 210 152	22856	CHSY1
poly	210 150 260 150 260 152 210 152	337876	CHSY3
poly	210 150 260 150 260 152 210 152	54480	CHPF2
poly	210 150 260 150 260 152 210 152	55454	CSGALNACT2
poly	210 150 260 150 260 152 210 152	55790	CSGALNACT1
poly	210 150 260 150 260 152 210 152	79586	CHPF
poly	108 149 151 149 151 153 108 153	22856	CHSY1
poly	108 149 151 149 151 153 108 153	337876	CHSY3
poly	108 149 151 149 151 153 108 153	54480	CHPF2
poly	108 149 151 149 151 153 108 153	79586	CHPF
rect	176 388 222 405	166012	CHST13
rect	176 388 222 405	50515	CHST11
rect	176 388 222 405	55501	CHST12
rect	347 388 393 405	56548	CHST7
rect	347 388 393 405	9469	CHST3
rect	173 596 219 613	51363	CHST15
rect	345 596 391 613	10090	UST
rect	521 295 567 312	29940	DSE
rect	867 596 913 613	10090	UST
rect	1112 225 1158 242	126792	B3GALT6
rect	1112 323 1158 340	55454	CSGALNACT2
rect	1112 323 1158 340	55790	CSGALNACT1
rect	1112 374 1158 391	22856	CHSY1
rect	1112 374 1158 391	337876	CHSY3
rect	1112 374 1158 391	54480	CHPF2
rect	1112 374 1158 391	79586	CHPF
rect	1112 425 1158 442	22856	CHSY1
rect	1112 425 1158 442	337876	CHSY3
rect	1112 425 1158 442	55454	CSGALNACT2
rect	1112 425 1158 442	55790	CSGALNACT1
rect	1112 425 1158 442	79586	CHPF
rect	1039 584 1085 601	29940	DSE
rect	521 596 567 613	10090	UST
rect	696 596 742 613	51363	CHST15
rect	671 388 717 405	113189	CHST14
rect	866 388 912 405	56548	CHST7
rect	866 388 912 405	9469	CHST3
rect	721 388 767 405	55501	CHST12
rect	1329 296 1428 330	NA	hsa00534
rect	40 45 669 70	NA	hsa00532
rect	1042 755 1158 789	NA	hsa00531
