shape	coords	gid	sym.path.compounds.map
circle	425 540 4	NA	C01245
circle	408 595 4	NA	C00076
circle	744 514 4	NA	C00076
circle	561 702 4	NA	C00533
circle	638 703 4	NA	C16845
circle	681 513 4	NA	C00076
circle	238 751 4	NA	C00027
circle	201 695 4	NA	C00070
circle	201 725 4	NA	C14818
rect	356 271 402 288	55851	PSENEN
rect	402 271 448 288	5663	PSEN1
rect	402 271 448 288	5664	PSEN2
rect	356 288 402 305	23385	NCSTN
rect	402 288 448 305	51107	APH1A
rect	402 288 448 305	83464	APH1B
rect	376 221 422 238	23621	BACE1
rect	376 221 422 238	25825	BACE2
rect	374 118 420 135	102	ADAM10
rect	374 118 420 135	6868	ADAM17
rect	172 786 218 803	7124	TNF
rect	253 166 299 183	351	APP
rect	787 420 833 437	842	CASP9
rect	877 590 923 607	100506742	CASP12
rect	862 420 908 437	836	CASP3
rect	689 401 735 418	54205	CYCS
rect	689 439 735 456	317	APAF1
rect	546 201 592 218	100532726	NDUFC2-KCTD14
rect	546 201 592 218	126328	NDUFA11
rect	546 201 592 218	374291	NDUFS7
rect	546 201 592 218	4694	NDUFA1
rect	546 201 592 218	4695	NDUFA2
rect	546 201 592 218	4696	NDUFA3
rect	546 201 592 218	4697	NDUFA4
rect	546 201 592 218	4698	NDUFA5
rect	546 201 592 218	4700	NDUFA6
rect	546 201 592 218	4701	NDUFA7
rect	546 201 592 218	4702	NDUFA8
rect	546 201 592 218	4704	NDUFA9
rect	546 201 592 218	4705	NDUFA10
rect	546 201 592 218	4706	NDUFAB1
rect	546 201 592 218	4707	NDUFB1
rect	546 201 592 218	4708	NDUFB2
rect	546 201 592 218	4709	NDUFB3
rect	546 201 592 218	4710	NDUFB4
rect	546 201 592 218	4711	NDUFB5
rect	546 201 592 218	4712	NDUFB6
rect	546 201 592 218	4713	NDUFB7
rect	546 201 592 218	4714	NDUFB8
rect	546 201 592 218	4715	NDUFB9
rect	546 201 592 218	4716	NDUFB10
rect	546 201 592 218	4717	NDUFC1
rect	546 201 592 218	4718	NDUFC2
rect	546 201 592 218	4719	NDUFS1
rect	546 201 592 218	4720	NDUFS2
rect	546 201 592 218	4722	NDUFS3
rect	546 201 592 218	4723	NDUFV1
rect	546 201 592 218	4724	NDUFS4
rect	546 201 592 218	4725	NDUFS5
rect	546 201 592 218	4726	NDUFS6
rect	546 201 592 218	4728	NDUFS8
rect	546 201 592 218	4729	NDUFV2
rect	546 201 592 218	4731	NDUFV3
rect	546 201 592 218	51079	NDUFA13
rect	546 201 592 218	54539	NDUFB11
rect	546 201 592 218	55967	NDUFA12
rect	546 201 592 218	56901	NDUFA4L2
rect	546 230 592 247	6389	SDHA
rect	546 230 592 247	6390	SDHB
rect	546 230 592 247	6391	SDHC
rect	546 230 592 247	6392	SDHD
rect	546 258 592 275	10975	UQCR11
rect	546 258 592 275	1537	CYC1
rect	546 258 592 275	27089	UQCRQ
rect	546 258 592 275	29796	UQCR10
rect	546 258 592 275	440567	UQCRHL
rect	546 258 592 275	4519	CYTB
rect	546 258 592 275	7381	UQCRB
rect	546 258 592 275	7384	UQCRC1
rect	546 258 592 275	7385	UQCRC2
rect	546 258 592 275	7386	UQCRFS1
rect	546 258 592 275	7388	UQCRH
rect	546 316 592 333	10476	ATP5H
rect	546 316 592 333	4508	ATP6
rect	546 316 592 333	4509	ATP8
rect	546 316 592 333	498	ATP5A1
rect	546 316 592 333	506	ATP5B
