shape	coords	gid	sym.path.compounds.map
circle	674 481 4	NA	C00076
circle	800 392 4	NA	C00002
circle	800 470 4	NA	C00575
circle	491 756 4	NA	C00338
circle	491 809 4	NA	C19596
circle	624 137 4	NA	C00374
circle	109 97 4	NA	C12505
circle	109 110 4	NA	C00253
circle	721 592 4	NA	C00238
circle	624 159 4	NA	C05005
rect	601 362 647 379	3684	ITGAM
rect	601 245 647 262	3688	ITGB1
rect	601 379 647 396	3689	ITGB2
rect	711 473 757 490	163688	CALML6
rect	711 473 757 490	51806	CALML5
rect	711 473 757 490	801	CALM1
rect	711 473 757 490	805	CALM2
rect	711 473 757 490	808	CALM3
rect	711 473 757 490	810	CALML3
rect	601 762 647 779	7099	TLR4
rect	562 745 608 762	23643	LY96
rect	1159 762 1205 779	4790	NFKB1
rect	1159 762 1205 779	5970	RELA
rect	713 762 759 779	4615	MYD88
rect	713 745 759 762	114609	TIRAP
rect	1159 800 1205 817	3661	IRF3
rect	730 1119 776 1136	10392	NOD1
rect	903 1119 949 1136	3552	IL1A
rect	903 1119 949 1136	3553	IL1B
rect	1018 1119 1064 1136	4843	NOS2
rect	1320 788 1366 805	3569	IL6
rect	1320 768 1366 785	3553	IL1B
rect	1320 828 1366 845	51561	IL23A
rect	543 685 589 702	653509	SFTPA1
rect	543 685 589 702	729238	SFTPA2
rect	935 988 981 1005	2770	GNAI1
rect	935 988 981 1005	2771	GNAI2
rect	935 988 981 1005	2773	GNAI3
rect	1018 1061 1064 1078	3576	CXCL8
rect	1018 1082 1064 1099	6372	CXCL6
rect	1018 1082 1064 1099	6374	CXCL5
rect	601 228 647 245	3678	ITGA5
rect	927 382 973 399	387	RHOA
rect	1020 382 1066 399	1072	CFL1
rect	1020 382 1066 399	1073	CFL2
rect	883 320 929 337	836	CASP3
rect	883 340 929 357	840	CASP7
rect	406 616 452 633	715	C1R
rect	406 633 452 650	716	C1S
rect	360 624 406 641	712	C1QA
rect	360 624 406 641	713	C1QB
rect	360 624 406 641	714	C1QC
rect	358 697 404 714	722	C4BPA
rect	358 697 404 714	725	C4BPB
rect	358 674 404 691	710	SERPING1
rect	483 633 529 650	720	C4A
rect	483 633 529 650	721	C4B
rect	483 616 529 633	717	C2
rect	555 614 601 631	718	C3
rect	555 635 601 652	727	C5
rect	1054 860 1100 877	1432	MAPK14
rect	1054 860 1100 877	5600	MAPK11
rect	1054 860 1100 877	5603	MAPK13
rect	1054 860 1100 877	6300	MAPK12
rect	1054 910 1100 927	5594	MAPK1
rect	1054 910 1100 927	5595	MAPK3
rect	1159 885 1205 902	2353	FOS
rect	1159 885 1205 902	3725	JUN
rect	1054 883 1100 900	5599	MAPK8
rect	1054 883 1100 900	5601	MAPK9
rect	1054 883 1100 900	5602	MAPK10
rect	1320 851 1366 868	7124	TNF
rect	810 772 856 789	3654	IRAK1
rect	935 762 981 779	7189	TRAF6
rect	810 800 856 817	353376	TICAM2
rect	936 800 982 817	148022	TICAM1
rect	601 779 647 796	929	CD14
rect	1320 808 1366 825	3592	IL12A
rect	1320 808 1366 825	3593	IL12B
rect	1320 880 1366 897	3586	IL10
rect	1159 717 1205 734	3394	IRF8
rect	1159 693 1205 710	3659	IRF1
rect	849 566 895 583	834	CASP1
rect	849 600 895 617	114548	NLRP3
rect	1320 706 1366 723	3592	IL12A
rect	1320 706 1366 723	3593	IL12B
rect	849 583 895 600	29108	PYCARD
rect	977 583 1023 600	3553	IL1B
rect	810 755 856 772	51135	IRAK4
rect	40 45 142 70	NA	hsa05133
rect	996 288 1091 322	NA	hsa04210
rect	87 613 233 647	NA	map03070
rect	68 320 198 354	NA	map02020
rect	356 562 547 596	NA	hsa04610
rect	1042 935 1183 969	NA	hsa04010
rect	598 828 716 862	NA	hsa04620
