shape	coords	gid	sym.path.compounds.map
circle	296 138 4	NA	C00076
circle	296 154 4	NA	C00575
rect	725 549 771 566	406	ARNTL
rect	725 566 771 583	4862	NPAS2
rect	725 566 771 583	9575	CLOCK
rect	725 456 771 473	6095	RORA
rect	725 456 771 473	6096	RORB
rect	725 456 771 473	6097	RORC
rect	598 370 644 387	9572	NR1D1
rect	429 217 475 234	5187	PER1
rect	429 217 475 234	8863	PER3
rect	429 217 475 234	8864	PER2
rect	475 558 521 575	1407	CRY1
rect	475 558 521 575	1408	CRY2
rect	429 558 475 575	5187	PER1
rect	429 558 475 575	8863	PER3
rect	429 558 475 575	8864	PER2
rect	452 575 498 592	102800317	LOC400927-CSNK1E
rect	452 575 498 592	1453	CSNK1D
rect	452 575 498 592	1454	CSNK1E
rect	475 268 521 285	1407	CRY1
rect	475 268 521 285	1408	CRY2
rect	282 208 328 225	6500	SKP1
rect	282 208 328 225	8454	CUL1
rect	282 208 328 225	9978	RBX1
rect	282 225 328 242	23291	FBXW11
rect	282 225 328 242	8945	BTRC
rect	282 276 328 293	26224	FBXL3
rect	373 308 419 325	51422	PRKAG2
rect	373 308 419 325	53632	PRKAG3
rect	373 308 419 325	5562	PRKAA1
rect	373 308 419 325	5563	PRKAA2
rect	373 308 419 325	5564	PRKAB1
rect	373 308 419 325	5565	PRKAB2
rect	373 308 419 325	5571	PRKAG1
rect	708 138 754 155	1385	CREB1
rect	351 170 397 187	102800317	LOC400927-CSNK1E
rect	351 170 397 187	1453	CSNK1D
rect	351 170 397 187	1454	CSNK1E
rect	522 319 568 336	79365	BHLHE41
rect	522 319 568 336	8553	BHLHE40
rect	40 45 209 70	NA	hsa04710
rect	224 355 337 389	NA	hsa04120
rect	374 89 504 123	NA	hsa04713
rect	513 89 626 123	NA	hsa04010
