shape	coords	gid	sym.path.compounds.map
circle	368 482 4	NA	C15973
circle	368 419 4	NA	C15972
circle	406 448 4	NA	C16255
circle	406 387 4	NA	C05125
circle	541 137 4	NA	C03248
circle	403 179 4	NA	C00074
circle	541 196 4	NA	C03981
circle	252 460 4	NA	C00058
circle	161 602 4	NA	C00149
circle	274 702 4	NA	C00332
circle	406 521 4	NA	C00024
circle	646 391 4	NA	C00227
circle	617 585 4	NA	C05993
circle	543 665 4	NA	C02504
circle	274 674 4	NA	C02488
circle	274 739 4	NA	C05994
circle	543 702 4	NA	C01251
circle	543 739 4	NA	C00083
circle	801 642 4	NA	C00084
circle	797 524 4	NA	C00033
circle	800 307 4	NA	C00186
circle	800 234 4	NA	C00256
circle	713 187 4	NA	C03451
circle	803 127 4	NA	C00937
circle	803 71 4	NA	C00424
circle	636 71 4	NA	C00546
circle	406 310 4	NA	C00022
circle	161 455 4	NA	C00036
circle	444 372 4	NA	C00068
circle	261 606 4	NA	C00122
circle	354 606 4	NA	C00042
rect	383 404 429 421	5160	PDHA1
rect	383 404 429 421	5161	PDHA2
rect	383 404 429 421	5162	PDHB
rect	198 148 244 165	5105	PCK1
rect	198 148 244 165	5106	PCK2
rect	363 233 409 250	5313	PKLR
rect	363 233 409 250	5315	PKM
rect	648 178 694 195	2739	GLO1
rect	499 240 545 257	197257	LDHD
rect	730 178 776 195	3029	HAGH
rect	730 178 776 195	84264	HAGHL
rect	137 364 183 381	5091	PC
rect	168 387 214 404	4200	ME2
rect	194 406 240 423	10873	ME3
rect	194 406 240 423	4199	ME1
rect	113 506 159 523	4190	MDH1
rect	113 506 159 523	4191	MDH2
rect	621 288 667 305	160287	LDHAL6A
rect	621 288 667 305	3939	LDHA
rect	621 288 667 305	3945	LDHB
rect	621 288 667 305	3948	LDHC
rect	621 288 667 305	92483	LDHAL6B
rect	492 577 538 594	55902	ACSS2
rect	492 577 538 594	84532	ACSS1
rect	693 514 739 531	134526	ACOT12
rect	693 577 739 594	55902	ACSS2
rect	693 577 739 594	84532	ACSS1
rect	753 589 799 606	217	ALDH2
rect	753 589 799 606	219	ALDH1B1
rect	753 589 799 606	223	ALDH9A1
rect	753 589 799 606	224	ALDH3A2
rect	753 589 799 606	501	ALDH7A1
rect	325 693 371 710	38	ACAT1
rect	325 693 371 710	39	ACAT2
rect	442 730 488 747	31	ACACA
rect	442 730 488 747	32	ACACB
rect	686 129 732 146	9380	GRHPR
rect	382 344 428 361	5160	PDHA1
rect	382 344 428 361	5161	PDHA2
rect	382 344 428 361	5162	PDHB
rect	383 476 429 493	1737	DLAT
rect	344 442 390 459	1738	DLD
rect	693 446 739 463	97	ACYP1
rect	693 446 739 463	98	ACYP2
rect	188 601 234 618	2271	FH
rect	40 45 236 70	NA	hsa00620
rect	97 218 248 252	NA	hsa00760
rect	46 645 123 670	NA	hsa00020
rect	506 90 621 124	NA	hsa00260
rect	309 85 377 110	NA	hsa00010
rect	78 551 148 585	NA	hsa00630
rect	220 498 287 532	NA	hsa00630
rect	316 547 392 581	NA	hsa00640
rect	46 689 175 714	NA	hsa00650
rect	46 717 186 751	NA	hsa00072
rect	648 653 767 678	NA	hsa00290
rect	648 690 762 715	NA	hsa00300
rect	648 726 778 751	NA	hsa00061
rect	97 258 229 292	NA	hsa00290
