gid	sym
100042025	Gapdh-ps15
100043674	Gm9840
102642819	LOC102642819
105244208	LOC105244208
108058	Camk2d
112405	Egln1
112406	Egln2
112407	Egln3
11600	Angpt1
11601	Angpt2
11602	Angpt4
11651	Akt1
11652	Akt2
11674	Aldoa
11863	Arnt
12043	Bcl2
12322	Camk2a
12323	Camk2b
12325	Camk2g
12575	Cdkn1a
12576	Cdkn1b
12914	Crebbp
13058	Cybb
13614	Edn1
13645	Egf
13649	Egfr
13684	Eif4e
13685	Eif4ebp1
13806	Eno1
13807	Eno2
13808	Eno3
13856	Epo
13866	Erbb2
14254	Flt1
14433	Gapdh
15251	Hif1a
15275	Hk1
15277	Hk2
15368	Hmox1
15978	Ifng
15979	Ifngr1
15980	Ifngr2
16000	Igf1
16001	Igf1r
16193	Il6
16194	Il6ra
16333	Ins1
16334	Ins2
16337	Insr
16828	Ldha
17000	Ltbr
170768	Pfkfb3
17346	Mknk1
17347	Mknk2
18033	Nfkb1
18126	Nos2
18127	Nos3
18597	Pdha1
18598	Pdha2
18641	Pfkl
18655	Pgk1
18706	Pik3ca
18707	Pik3cd
18708	Pik3r1
18709	Pik3r2
18710	Pik3r3
18750	Prkca
18751	Prkcb
18752	Prkcg
18787	Serpine1
18803	Plcg1
19697	Rela
20104	Rps6
20525	Slc2a1
20848	Stat3
212032	Hk3
216019	Hkdc1
21687	Tek
218268	Eif4e1b
21857	Timp1
21898	Tlr4
22041	Trf
22042	Tfrc
22339	Vegfa
22346	Vhl
224480	Nox3
228026	Pdk1
230899	Nppa
234779	Plcg2
237038	Nox1
23797	Akt3
26395	Map2k1
26396	Map2k2
26413	Mapk1
26417	Mapk3
26987	Eif4e2
30955	Pik3cg
320207	Pik3r5
328572	Ep300
433182	Eno1b
56438	Rbx1
56717	Mtor
58988	Rps6kb2
67673	Tceb2
67923	Tceb1
68263	Pdhb
71745	Cul2
71775	1300017J02Rik
72508	Rps6kb1
74769	Pik3cb
