gid	sym
104099	Itga9
109620	Dsp
109700	Itga1
109711	Actn1
11461	Actb
11465	Actg1
11472	Actn2
11474	Actn3
11938	Atp2a2
12288	Cacna1c
12289	Cacna1d
12292	Cacna1s
12293	Cacna2d1
12294	Cacna2d3
12295	Cacnb1
12296	Cacnb2
12297	Cacnb3
12298	Cacnb4
12299	Cacng1
12300	Cacng2
12385	Ctnna1
12386	Ctnna2
12387	Ctnnb1
12558	Cdh2
13138	Dag1
13346	Des
13405	Dmd
13506	Dsc2
13511	Dsg2
13726	Emd
140723	Cacng5
14609	Gja1
16398	Itga2
16399	Itga2b
16400	Itga3
16401	Itga4
16402	Itga5
16403	Itga6
16404	Itga7
16410	Itgav
16412	Itgb1
16416	Itgb3
16419	Itgb5
16420	Itgb6
16421	Itgb7
16480	Jup
16773	Lama2
16842	Lef1
16905	Lmna
192897	Itgb4
20191	Ryr2
20391	Sgca
20541	Slc8a1
213119	Itga10
21414	Tcf7
21415	Tcf7l1
21416	Tcf7l2
216033	Ctnna3
24051	Sgcb
24052	Sgcd
24053	Sgcg
241226	Itga8
319480	Itga11
319734	Cacna2d4
320910	Itgb8
54376	Cacng3
54377	Cacng4
54378	Cacng6
54652	Cacna1f
56808	Cacna2d2
60595	Actn4
67451	Pkp2
81904	Cacng7
81905	Cacng8
