gid	sym
102093	Phkb
102642252	LOC102642252
104110	Adcy4
104111	Adcy3
105243590	LOC105243590
105675	Ppif
107589	Mylk
108058	Camk2d
108071	Grm5
109305	Orai1
110094	Phka2
110891	Slc8a2
110893	Slc8a3
11441	Chrna7
114875	Plcz1
11513	Adcy7
11514	Adcy8
11515	Adcy9
11540	Adora2a
11541	Adora2b
11548	Adra1b
11549	Adra1a
11550	Adra1d
11554	Adrb1
11555	Adrb2
11556	Adrb3
11607	Agtr1a
11608	Agtr1b
116873	Stim2
11739	Slc25a4
11740	Slc25a5
11937	Atp2a1
11938	Atp2a2
11941	Atp2b2
12061	Bdkrb1
12062	Bdkrb2
12286	Cacna1a
12287	Cacna1b
12288	Cacna1c
12289	Cacna1d
12290	Cacna1e
12291	Cacna1g
12292	Cacna1s
12313	Calm1
12314	Calm2
12315	Calm3
12322	Camk2a
12323	Camk2b
12325	Camk2g
12326	Camk4
12425	Cckar
12426	Cckbr
12494	Cd38
12669	Chrm1
12671	Chrm3
13488	Drd1
13492	Drd5
13617	Ednra
13618	Ednrb
13649	Egfr
13866	Erbb2
13867	Erbb3
13869	Erbb4
14062	F2r
14672	Gna11
14675	Gna14
14676	Gna15
14680	Gnal
14682	Gnaq
14683	Gnas
14810	Grin1
14811	Grin2a
14813	Grin2c
14814	Grin2d
14816	Grm1
14829	Grpr
15465	Hrh1
15466	Hrh2
15558	Htr2a
15559	Htr2b
15560	Htr2c
15562	Htr4
15563	Htr5a
15564	Htr5b
15565	Htr6
15566	Htr7
16438	Itpr1
16439	Itpr2
16440	Itpr3
16867	Lhcgr
170732	Trhr2
18125	Nos1
18126	Nos2
18127	Nos3
18216	Ntsr1
18430	Oxtr
18436	P2rx1
18438	P2rx4
18439	P2rx7
18440	P2rx6
18573	Pde1a
18574	Pde1b
18575	Pde1c
18595	Pdgfra
18596	Pdgfrb
18679	Phka1
18682	Phkg1
18747	Prkaca
18749	Prkacb
18750	Prkca
18751	Prkcb
18752	Prkcg
18795	Plcb1
18796	Plcb2
18797	Plcb3
18798	Plcb4
18799	Plcd1
18802	Plcd4
18803	Plcg1
18821	Pln
19055	Ppp3ca
19056	Ppp3cb
19057	Ppp3cc
19058	Ppp3r1
19059	Ppp3r2
19204	Ptafr
19216	Ptger1
19218	Ptger3
19220	Ptgfr
19229	Ptk2b
20190	Ryr1
20191	Ryr2
20192	Ryr3
20541	Slc8a1
20698	Sphk1
20866	Stim1
210044	Adcy2
21336	Tacr1
21337	Tacr2
21338	Tacr3
213435	Mylk3
213788	Chrm5
21390	Tbxa2r
21924	Tnnc1
21925	Tnnc2
22045	Trhr
22333	Vdac1
22334	Vdac2
22335	Vdac3
228139	P2rx3
228550	Itpka
228785	Mylk2
231602	P2rx2
233011	Itpkc
234779	Plcg2
238564	Mylk4
239556	Cacna1i
243764	Chrm2
26361	Avpr1b
269717	Orai2
269999	Orai3
320404	Itpkb
320707	Atp2b3
381290	Atp2b4
432530	Adcy1
494124	Calm5
53313	Atp2a3
54140	Avpr1a
54652	Cacna1f
56632	Sphk2
57260	Ltb4r2
58226	Cacna1h
58861	Cysltr1
67972	Atp2b1
68961	Phkg2
70086	Cysltr2
70405	Calml3
72469	Plcd3
73333	Slc25a31
74055	Plce1
80796	Calm4
94045	P2rx5
