gid	sym
100040233	Gm10334
100043684	Amy2a4
103964	Try5
104110	Adcy4
104111	Adcy3
109660	Ctrl
109697	Cpa1
109905	Rap1a
11512	Adcy6
11513	Adcy7
11514	Adcy8
11515	Adcy9
11848	Rhoa
11928	Atp1a1
11931	Atp1b1
11932	Atp1b2
11933	Atp1b3
11936	Fxyd2
11937	Atp2a1
11938	Atp2a2
11941	Atp2b2
12182	Bst1
12349	Car2
12425	Cckar
12494	Cd38
12613	Cel
12638	Cftr
12671	Chrm3
12873	Cpa3
13487	Slc26a3
13706	Cela2a
14682	Gnaq
14683	Gnas
16438	Itpr1
16439	Itpr2
16440	Itpr3
16531	Kcnma1
16535	Kcnq1
17274	Rab8a
18750	Prkca
18751	Prkcb
18752	Prkcg
18778	Pla2g1b
18780	Pla2g2a
18781	Pla2g2c
18782	Pla2g2d
18784	Pla2g5
18795	Plcb1
18796	Plcb2
18797	Plcb3
18798	Plcb4
18946	Pnliprp1
18947	Pnliprp2
19340	Rab3d
19353	Rac1
20191	Ryr2
20496	Slc12a2
20535	Slc4a2
20544	Slc9a1
210044	Adcy2
215449	Rap1b
22063	Trpc1
22072	Prss2
22074	Try4
224129	Adcy5
229933	Clca2
232680	Cpa2
232975	Atp1a3
233979	Tpcn2
237625	Pla2g3
23844	Clca1
26565	Pla2g10
26970	Pla2g2e
26971	Pla2g2f
27222	Atp1a4
319229	Sctr
320707	Atp2b3
381290	Atp2b4
432530	Adcy1
436522	Try10
53313	Atp2a3
53869	Rab11a
54403	Slc4a4
545562	Amy2b
56373	Cpb2
66350	Pla2g12a
66473	Ctrb1
67373	2210010C04Rik
67653	4930544G11Rik
67821	Atp1b4
67868	Cela3b
67972	Atp2b1
69060	Pnlip
69836	Pla2g12b
73626	1810009J06Rik
76703	Cpb1
80718	Rab27b
98660	Atp1a2
99663	Clca4a
99709	Clca4b
