gid	sym
100039801	Cldn24
109711	Actn1
109905	Rap1a
114141	Cldn16
11461	Actb
11465	Actg1
11472	Actn2
11474	Actn3
11848	Rhoa
11855	Arhgap5
12385	Ctnna1
12386	Ctnna2
12387	Ctnnb1
12388	Ctnnd1
12540	Cdc42
12562	Cdh5
12737	Cldn1
12738	Cldn2
12739	Cldn3
12740	Cldn4
12741	Cldn5
12767	Cxcr4
12927	Bcar1
13057	Cyba
13058	Cybb
14083	Ptk2
14677	Gnai1
14678	Gnai2
14679	Gnai3
15894	Icam1
16401	Itga4
16408	Itgal
16409	Itgam
16412	Itgb1
16414	Itgb2
16415	Itgb2l
16428	Itk
16456	F11r
17356	Mllt4
17390	Mmp2
17395	Mmp9
17698	Msn
17898	Myl7
17906	Myl2
17907	Mylpf
17969	Ncf1
17970	Ncf2
17972	Ncf4
18260	Ocln
18417	Cldn11
18613	Pecam1
18706	Pik3ca
18707	Pik3cd
18708	Pik3r1
18709	Pik3r2
18710	Pik3r3
18750	Prkca
18751	Prkcb
18752	Prkcg
18803	Plcg1
19094	Mapk11
19229	Ptk2b
19247	Ptpn11
19303	Pxn
19353	Rac1
19354	Rac2
19877	Rock1
19878	Rock2
20315	Cxcl12
20469	Sipa1
215449	Rap1b
216033	Ctnna3
21838	Thy1
22165	Txk
22323	Vasp
22324	Vav1
22325	Vav2
22329	Vcam1
22330	Vcl
22350	Ezr
223864	Rapgef3
224480	Nox3
232906	Arhgap35
234779	Plcg2
237038	Nox1
239931	Cldn17
242653	Cldn19
26415	Mapk13
26416	Mapk14
29857	Mapk12
30955	Pik3cg
320207	Pik3r5
53624	Cldn7
54354	Rassf5
54419	Cldn6
54420	Cldn8
56173	Cldn14
56492	Cldn18
56508	Rapgef4
56863	Cldn9
57255	Cldn13
57257	Vav3
58187	Cldn10
59310	Myl10
60363	Cldn15
60595	Actn4
621628	Cldn20
67268	Myl12a
673094	Cd99
67374	Jam2
67653	4930544G11Rik
67938	Myl12b
69524	Esam
71908	Cldn23
73934	Cldn34c4
74734	Rhoh
74769	Pik3cb
74987	Cldn34d
75677	Cldn22
83964	Jam3
98932	Myl9
