gid	sym
100039815	Gm2436
100039830	Gm2446
100041483	LOC100041483
100043507	Gm15776
100503710	Gm5741
102641276	LOC102641276
102641666	LOC102641666
102642252	LOC102642252
104099	Itga9
105242481	LOC105242481
105243590	LOC105243590
105244208	LOC105244208
105787	Prkaa1
108079	Prkaa2
109333	Pkn2
109700	Itga1
110157	Raf1
11600	Angpt1
11601	Angpt2
11602	Angpt4
11651	Akt1
11652	Akt2
11909	Atf2
11911	Atf4
12015	Bad
12043	Bcl2
12048	Bcl2l1
12125	Bcl2l11
12189	Brca1
12371	Casp9
12443	Ccnd1
12444	Ccnd2
12445	Ccnd3
12447	Ccne1
12448	Ccne2
12478	Cd19
12539	Cdc37
12566	Cdk2
12567	Cdk4
12571	Cdk6
12575	Cdkn1a
12576	Cdkn1b
12643	Chad
12669	Chrm1
12675	Chuk
12824	Col2a1
12826	Col4a1
12827	Col4a2
12828	Col4a3
12829	Col4a4
12830	Col4a5
12833	Col6a1
12834	Col6a2
12835	Col6a3
12839	Col9a1
12840	Col9a2
12841	Col9a3
12842	Col1a1
12843	Col1a2
12845	Comp
12912	Creb1
12913	Creb3
12915	Atf6b
12977	Csf1
12978	Csf1r
12985	Csf3
12986	Csf3r
13636	Efna1
13637	Efna2
13638	Efna3
13639	Efna4
13640	Efna5
13645	Egf
13649	Egfr
13684	Eif4e
13685	Eif4ebp1
13836	Epha2
13856	Epo
13857	Epor
14062	F2r
14083	Ptk2
14103	Fasl
14164	Fgf1
14165	Fgf10
14166	Fgf11
14167	Fgf12
14168	Fgf13
14169	Fgf14
14170	Fgf15
14171	Fgf17
14172	Fgf18
14173	Fgf2
14174	Fgf3
14175	Fgf4
14176	Fgf5
14177	Fgf6
14178	Fgf7
14179	Fgf8
14180	Fgf9
14182	Fgfr1
14183	Fgfr2
14184	Fgfr3
14186	Fgfr4
14205	Vegfd
14254	Flt1
14257	Flt4
14268	Fn1
14377	G6pc
14378	G6pc2
14599	Gh
14600	Ghr
14688	Gnb1
14693	Gnb2
14695	Gnb3
14696	Gnb4
14697	Gnb5
14699	Gngt1
14700	Gng10
14701	Gng12
14702	Gng2
14704	Gng3
14706	Gng4
14707	Gng5
14708	Gng7
14709	Gng8
14710	Gngt2
14745	Lpar1
14784	Grb2
14936	Gys1
15234	Hgf
15370	Nr4a1
15461	Hras
15516	Hsp90ab1
15519	Hsp90aa1
15891	Ibsp
15962	Ifna1
15964	Ifna11
15965	Ifna2
15967	Ifna4
15968	Ifna5
15969	Ifna6
15970	Ifna7
15972	Ifna9
15974	Ifnab
15975	Ifnar1
15976	Ifnar2
15977	Ifnb1
16000	Igf1
16001	Igf1r
16150	Ikbkb
16151	Ikbkg
16183	Il2
16184	Il2ra
16185	Il2rb
16186	Il2rg
16187	Il3
16188	Il3ra
16189	Il4
16190	Il4ra
16193	Il6
16194	Il6ra
16196	Il7
