gid	sym
100017	Ldlrap1
100529082	Gm11127
100862431	LOC100862431
101056305	LOC101056305
102641613	LOC102641613
102641657	LOC102641657
102642035	LOC102642035
102642086	LOC102642086
103967	Dnm3
105242487	LOC105242487
105513	Chmp7
106572	Rab31
106952	Arap3
107305	Vps37c
107338	Gbf1
107568	Wwp1
109689	Arrb1
110355	Adrbk1
110557	H2-Q6
110558	H2-Q9
110696	H2-M10.3
11554	Adrb1
11555	Adrb2
11556	Adrb3
116733	Vps4a
11771	Ap2a1
11772	Ap2a2
11773	Ap2m1
11840	Arf1
11842	Arf3
11844	Arf5
11845	Arf6
11848	Rhoa
11867	Arpc1b
12340	Capza1
12343	Capza2
12344	Capza3
12345	Capzb
12389	Cav1
12390	Cav2
12391	Cav3
12402	Cbl
12540	Cdc42
12757	Clta
12765	Cxcr2
12767	Cxcr4
12774	Ccr5
12978	Csf1r
13132	Dab2
13196	Asap1
13429	Dnm1
13430	Dnm2
13645	Egf
13649	Egfr
13660	Ehd1
13854	Epn1
13855	Epn2
13858	Eps15
13859	Eps15l1
13867	Erbb3
13869	Erbb4
140500	Acap3
14062	F2r
14183	Fgfr2
14184	Fgfr3
14186	Fgfr4
14254	Flt1
14275	Folr1
14276	Folr2
14772	Grk4
14773	Grk5
14963	H2-Bl
14964	H2-D1
14972	H2-K1
14980	H2-L
14985	H2-M10.1
14990	H2-M2
14991	H2-M3
14997	H2-M9
15006	H2-Q1
15007	H2-Q10
15013	H2-Q2
15015	H2-Q4
15018	H2-Q7
15019	H2-Q8
15024	H2-T10
15033	H2-T18
15039	H2-T22
15040	H2-T23
15042	H2-T24
15043	H2-T3
15051	H2-T9
15239	Hgs
15461	Hras
15481	Hspa8
15482	Hspa1l
15511	Hspa1b
15512	Hspa2
16001	Igf1r
16004	Igf2r
16184	Il2ra
16185	Il2rb
16186	Il2rg
16396	Itch
16542	Kdr
16572	Kif5a
16573	Kif5b
16574	Kif5c
16590	Kit
16835	Ldlr
17126	Smad2
17127	Smad3
17246	Mdm2
17274	Rab8a
17295	Met
17999	Nedd4
18211	Ntrk1
18571	Pdcd6ip
18595	Pdgfra
18717	Pip5k1c
18719	Pip5k1b
18720	Pip5k1a
18759	Prkci
18762	Prkcz
18805	Pld1
18806	Pld2
18854	Pml
19157	Cyth1
19158	Cyth2
19159	Cyth3
19325	Rab10
19326	Rab11b
19334	Rab22a
19341	Rab4a
19344	Rab5b
19345	Rab5c
19349	Rab7
193740	Hspa1a
194309	Vps37d
19713	Ret
20404	Sh3gl2
20405	Sh3gl1
20408	Sh3gl3
20479	Vps4b
20779	Src
208092	Chmp6
20844	Stam
208650	Cblb
211673	Arfgef1
211914	Asap2
212285	Arap2
213990	Agap3
215280	Wipf1
215445	Rab11fip3
215632	Psd4
216238	Eea1
216439	Agap2
216724	Rufy1
216859	Acap1
216869	Arrb2
216963	Git1
21803	Tgfb1
218038	Amph
21808	Tgfb2
21809	Tgfb3
21812	Tgfbr1
21813	Tgfbr2
218441	Zfyve16
22034	Traf6
22042	Tfrc
22088	Tsg101
223593	E430025E21Rik
22365	Vps45
22376	Was
224753	H2-M10.4
224754	H2-M11
224756	H2-M1
224761	H2-M10.5
225861	Snx32
227288	Cxcr1
227700	Sh3glb2
227733	Pip5kl1
228998	Arfgap1
229285	Spg20
230597	Zfyve9
230837	Asap3
232227	Iqsec1
232910	Ap2s1
234353	Psd3
234852	Chmp1a
240095	H2-M5
24013	Grk1
243621	Iqsec3
245666	Iqsec2
259300	Ehd2
26385	Grk6
26431	Git2
268451	Rab11fip4
271457	Rab5a
27681	Snf8
27965	Spg21
28006	Fam21
28084	Vps25
30930	Vps26a
30948	Bin1
319277	A230046K03Rik
319740	Zfyve27
320129	Adrbk2
330192	Vps37b
330319	Wipf3
333715	H2-M10.2
347722	Agap1
399549	H2-M10.6
52055	Rab11fip5
52348	Vps37a
53869	Rab11a
54189	Rabep1
54198	Snx3
54673	Sh3glb1
547349	LOC547349
55988	Snx12
56324	Stam2
56378	Arpc3
56433	Vps29
56440	Snx1
56443	Arpc1a
56513	Pard6a
57440	Ehd3
58194	Sh3kbp1
58220	Pard6b
630294	Gm7030
64931	Izumo1r
65114	Vps35
66201	Vta1
66251	Arfgap3
66313	Smurf2
66371	Chmp4c
66700	Chmp3
667803	H2-T-ps
667977	Gm8909
66914	Vps28
67028	2610002M06Rik
67064	Chmp1b
67282	Ccdc53
67300	Cltc
67588	Rnf41
67653	4930544G11Rik
67771	Arpc5
67804	Snx2
68089	Arpc4
68524	Wipf2
68767	Wash1
68942	Chmp2b
68953	Chmp2a
69091	Vps26b
69150	Snx4
69178	Snx5
69710	Arap1
69717	Gm10499
69780	Smap2
70160	Vps36
70527	Stambp
71770	Ap2b1
71889	Epn3
71955	Ist1
72183	Snx6
72318	Cyth4
72543	Mvb12b
72685	Dnajc6
73178	Wasl
73711	Mvb12a
73728	Psd
74002	Psd2
74192	Arpc5l
74325	Cltb
74998	Rab11fip2
75608	Chmp4b
75767	Rab11fip1
75788	Smurf1
76709	Arpc2
76959	Chmp5
77038	Arfgap2
77407	Rab35
78287	Rbsn
78618	Acap2
80794	Cblc
83814	Nedd4l
84092	Usp8
93737	Pard6g
93742	Pard3
98366	Smap1
98878	Ehd4
99371	Arfgef2
