gid	sym
100039801	Cldn24
100043314	Tigit
100504404	H2-Ea-ps
100529082	Gm11127
100862431	LOC100862431
101056305	LOC101056305
102641613	LOC102641613
102641657	LOC102641657
102642035	LOC102642035
102642086	LOC102642086
102657	Cd276
104099	Itga9
105242487	LOC105242487
110557	H2-Q6
110558	H2-Q9
110696	H2-M10.3
114141	Cldn16
11658	Alcam
12477	Ctla4
12481	Cd2
12483	Cd22
12487	Cd28
12490	Cd34
12504	Cd4
12511	Cd6
12519	Cd80
12524	Cd86
12525	Cd8a
12526	Cd8b1
12550	Cdh1
12555	Cdh15
12558	Cdh2
12560	Cdh3
12561	Cdh4
12562	Cdh5
12737	Cldn1
12738	Cldn2
12739	Cldn3
12740	Cldn4
12741	Cldn5
12805	Cntn1
13003	Vcan
14663	Glycam1
14960	H2-Aa
14961	H2-Ab1
14963	H2-Bl
14964	H2-D1
14969	H2-Eb1
14972	H2-K1
14980	H2-L
14985	H2-M10.1
14990	H2-M2
14991	H2-M3
14997	H2-M9
14998	H2-DMa
14999	H2-DMb1
15000	H2-DMb2
15001	H2-Oa
15002	H2-Ob
15006	H2-Q1
15007	H2-Q10
15013	H2-Q2
15015	H2-Q4
15018	H2-Q7
15019	H2-Q8
15024	H2-T10
15033	H2-T18
15039	H2-T22
15040	H2-T23
15042	H2-T24
15043	H2-T3
15051	H2-T9
15529	Sdc2
15894	Icam1
15896	Icam2
16401	Itga4
16403	Itga6
16408	Itgal
16409	Itgam
16410	Itgav
16412	Itgb1
16414	Itgb2
16415	Itgb2l
16421	Itgb7
16456	F11r
16728	L1cam
171171	Ntng2
17123	Madcam1
17136	Mag
17528	Mpz
17967	Ncam1
17968	Ncam2
18007	Neo1
18189	Nrxn1
18190	Nrxn2
18191	Nrxn3
18260	Ocln
18417	Cldn11
18566	Pdcd1
18613	Pecam1
192167	Nlgn1
192198	Lrrc4
19264	Ptprc
19268	Ptprf
19274	Ptprm
19294	Nectin2
20339	Sele
20340	Glg1
20343	Sell
20344	Selp
20345	Selplg
20612	Siglec1
20737	Spn
20969	Sdc1
20970	Sdc3
20971	Sdc4
21367	Cntn2
216856	Nlgn2
21939	Cd40
21947	Cd40lg
22329	Vcam1
224753	H2-M10.4
224754	H2-M11
224756	H2-M1
224761	H2-M10.5
225825	Cd226
239931	Cldn17
240095	H2-M5
241226	Itga8
241568	Lrrc4c
242122	Vtcn1
242653	Cldn19
245537	Nlgn3
269116	Nfasc
272381	Lrrc4b
319504	Nrcam
320840	Negr1
320910	Itgb8
333715	H2-M10.2
399549	H2-M10.6
50723	Icosl
52118	Pvr
53321	Cntnap1
53624	Cldn7
54167	Icos
54419	Cldn6
54420	Cldn8
54725	Cadm1
547349	LOC547349
56173	Cldn14
56492	Cldn18
56863	Cldn9
57255	Cldn13
58187	Cldn10
58205	Pdcd1lg2
58235	Nectin1
58998	Nectin3
60363	Cldn15
60533	Cd274
621628	Cldn20
630294	Gm7030
667803	H2-T-ps
66797	Cntnap2
667977	Gm8909
673094	Cd99
67374	Jam2
68481	Mpzl1
69524	Esam
69717	Gm10499
71908	Cldn23
73934	Cldn34c4
74987	Cldn34d
75677	Cldn22
80883	Ntng1
83964	Jam3
94332	Cadm3
