gid	sym
100504404	H2-Ea-ps
100529082	Gm11127
100862431	LOC100862431
101056305	LOC101056305
102641613	LOC102641613
102641657	LOC102641657
102642035	LOC102642035
102642086	LOC102642086
105242487	LOC105242487
110557	H2-Q6
110558	H2-Q9
110696	H2-M10.3
12010	B2m
12265	Ciita
12317	Calr
12330	Canx
12504	Cd4
12525	Cd8a
12526	Cd8b1
12912	Creb1
13030	Ctsb
13039	Ctsl
13040	Ctss
14827	Pdia3
14828	Hspa5
14960	H2-Aa
14961	H2-Ab1
14963	H2-Bl
14964	H2-D1
14969	H2-Eb1
14972	H2-K1
14980	H2-L
14985	H2-M10.1
14990	H2-M2
14991	H2-M3
14997	H2-M9
14998	H2-DMa
14999	H2-DMb1
15000	H2-DMb2
15001	H2-Oa
15002	H2-Ob
15006	H2-Q1
15007	H2-Q10
15013	H2-Q2
15015	H2-Q4
15018	H2-Q7
15019	H2-Q8
15024	H2-T10
15033	H2-T18
15039	H2-T22
15040	H2-T23
15042	H2-T24
15043	H2-T3
15051	H2-T9
15481	Hspa8
15482	Hspa1l
15511	Hspa1b
15512	Hspa2
15516	Hsp90ab1
15519	Hsp90aa1
15525	Hspa4
15978	Ifng
16149	Cd74
16641	Klrc1
16642	Klrc2
16643	Klrd1
170767	Rfxap
18044	Nfya
18045	Nfyb
18046	Nfyc
19141	Lgmn
19186	Psme1
19188	Psme2
19192	Psme3
193740	Hspa1a
19727	Rfxank
21354	Tap1
21355	Tap2
21356	Tapbp
21926	Tnf
224753	H2-M10.4
224754	H2-M11
224756	H2-M1
224761	H2-M10.5
240095	H2-M5
245616	Kir3dl1
333715	H2-M10.2
399549	H2-M10.6
53970	Rfx5
547349	LOC547349
58179	Klrc3
621823	Psme2b
630294	Gm7030
65972	Ifi30
667803	H2-T-ps
667977	Gm8909
69717	Gm10499
